        Sim_Code  PCR_Mass   Lab  NShows  PCR_EMin  PCR_EMax  PCR_ThMin  PCR_ThMax  Det_S
0  Corsika-77500         1  BUAP    1000         9        11          0         25    1.0
       iClst  nShow  NPart         CCode  sCCode  NGam  NEle  NMu  ftP_ID  ltP_ID         dXm         dYm         dRm         sRm           Tmin          dT             Tm            sT          Px         Py          Pz         Ene      Theta     sTheta        Phi         dE/dS         dE/dT        dE/dTS    Thermy
2232   142.0   25.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     3.0     2.0  353.863967  357.803151  503.232354  181.997006   53206.976306    0.059775   53207.006194  4.226720e-02    0.039653   0.086312    0.245447    0.263241  21.155719   1.188552  65.325344  7.947389e-06  6.228161e+00  1.880318e-04  0.022242
2247   157.0   25.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0 -342.736327  122.953068  364.123121   19.866084   53200.403234    0.001872   53200.404170  1.323890e-03    0.043916   0.064918    0.210174    0.224313  20.451258   7.274778  55.922130  5.683684e-04  1.695629e+02  4.296416e-01  0.135146
2248   158.0   25.0    4.0  1.003000e+03     2.0   3.0   1.0  0.0     1.0     1.0  353.156321 -356.278429  501.650980  136.337909   53201.191426    0.065747   53201.210519  3.136567e-02    3.331077   6.100393   18.365269   19.636548  20.729873   5.011699  61.363560  1.056408e-03  6.260723e+02  3.368148e-02  0.093406
2252   162.0   25.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0  230.760455  187.693172  297.454391  160.326444   53200.749247    0.014157   53200.756325  1.001079e-02    0.079808   0.157836    0.451569    0.484972  21.388773  11.431729  63.177004  1.886716e-05  4.844978e+01  1.884870e-03  0.212860
2295   205.0   25.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     2.0     1.0    5.338088  149.718995  149.814127  144.495328   52580.623845    0.004660   52580.626175  3.295021e-03    0.041727  -0.010599    0.167811    0.173273  14.388944   0.149501 -14.252867  8.298942e-06  5.260221e+01  2.519396e-03  0.002694
2354    17.0   27.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     2.0     1.0  298.995251  131.867447  326.783083   50.769188   78637.717087    0.011358   78637.722765  8.030988e-03    0.185268   0.118242    0.842672    0.870870  14.618153   6.976773  32.546824  3.378724e-04  1.084522e+02  4.207632e-02  0.125530
2357    20.0   27.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0 -263.722724  127.593717  292.967287  367.640164   78629.824808    0.001929   78629.825772  1.363821e-03    0.032226   0.017250    0.166770    0.170729  12.362321   2.655949  28.159341  1.263167e-06  1.252760e+02  9.268767e-04  0.047438
2384    47.0   27.0    3.0  3.000000e+00     1.0   3.0   0.0  0.0     1.0     1.0 -120.565701 -371.975361  391.026543  216.368726   78631.721234    0.017545   78631.729872  8.775448e-03    0.086034   0.039807    0.421196    0.431732  12.683960   2.310989  24.829478  9.222010e-06  4.920336e+01  1.051007e-03  0.041332
2385    48.0   27.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0  324.543267  205.980977  384.391071  227.925096   78631.106163    0.023996   78631.118161  1.696782e-02    0.198228   0.098224    0.991821    1.016212  12.574170   4.018279  26.358885  1.956141e-05  5.989409e+01  1.152921e-03  0.071797
2398    61.0   27.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0 -395.988017  172.546546  431.947705  444.196274   78614.700462    0.001523   78614.701224  1.077009e-03    0.064863   0.034908    0.325197    0.333471  12.762616   1.412631  28.288549  1.690085e-06  3.099151e+02  1.570699e-03  0.025277
2401    64.0   27.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     1.0     2.0  187.193963  317.689696  368.738827  253.188873   78613.472314    0.093531   78613.512436  4.816039e-02    0.143702   0.080106    0.781498    0.798697  11.888358   3.026624  29.137246  1.245927e-05  1.658444e+01  2.587091e-04  0.053957
2453   116.0   27.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     2.0     3.0  245.583414   66.720688  254.485487    0.277980   78644.317291    0.000248   78644.317415  1.754054e-04    0.428931   0.231868    2.189568    2.243202  12.554234   4.186536  28.394374  2.903000e+01  1.286200e+04  1.664513e+05  0.074792
2457   120.0   27.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     3.0     1.0 -377.201853 -200.086843  426.984757   92.580085   79302.476981    0.050664   79302.502313  3.582516e-02    0.020723   0.070914    0.139365    0.157746  27.928814   0.509606  73.709809  1.840451e-05  4.403353e+00  5.137459e-04  0.010067
2596    24.0   31.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     2.0     3.0   79.999796   75.868362  110.254141  332.048016   77502.224384    0.037711   77502.243239  2.666605e-02    0.001690  -0.127763    0.736974    0.748054   9.835981   4.371020 -89.241956  6.784709e-06  2.805374e+01  2.544421e-04  0.077352
2622    20.0   32.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     2.0     3.0 -375.147277  344.669569  509.443414   33.108667   38941.360595    0.090750   38941.405970  6.416987e-02    0.053137   0.027453    0.624555    0.627414   5.470218   2.179727  27.323073  5.723619e-04  9.777543e+00  8.919620e-03  0.038208
2634    32.0   32.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     2.0     3.0  -27.406529  416.147124  417.048614   42.719040   39018.379670    0.009355   39018.384347  6.614668e-03    0.310491   0.598765    3.708192    3.769038  10.308796   4.864758  62.590920  2.065321e-03  5.698861e+02  3.122807e-01  0.086195
2691    11.0   33.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0  402.319868  352.015575  534.580434  167.580616   41969.282562    0.055226   41969.310175  3.905100e-02    0.353037  -0.057998    1.047223    1.106678  18.862023   3.213409  -9.329329  3.940702e-05  2.834002e+01  1.009143e-03  0.059236
2800    22.0   36.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     2.0     3.0  140.812766  256.049350  292.214826  264.659316   86101.211131    0.159729   86101.290996  1.129454e-01   -0.102447  -0.062137    0.244270    0.272588  26.128644   2.936947  31.237848  3.891638e-06  2.413471e+00  3.445623e-05  0.057069
2860    22.0   38.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0 -213.903695  -14.431669  214.389981  253.808552   69410.804564    0.046266   69410.827698  3.271509e-02    0.240185  -0.108306    2.134651    2.150850   7.036282   4.039886 -24.271943  3.338855e-05  6.574688e+01  1.020617e-03  0.070986
2939    22.0   40.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     2.0     1.0  412.803094 -268.543542  492.465256  128.223366   46352.770589    0.036700   46352.784118  2.016048e-02    0.058868  -0.145328    1.151946    1.162570   7.751252   2.956966 -67.948637  7.071067e-05  5.766868e+01  3.507565e-03  0.052062
2947    30.0   40.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0 -171.972626   36.212008  175.743829  103.661101   46667.248930    0.310901   46667.404380  2.198402e-01    0.044799  -0.022150    0.270478    0.275063  10.468346   2.919324 -26.309450  2.559771e-05  1.251202e+00  1.164383e-04  0.051792
2949    32.0   40.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     3.0     2.0  345.942599  254.995857  429.766412   55.799659   46659.364628    0.026402   46659.377829  1.866883e-02    0.210187  -0.093284    1.337949    1.357573   9.752342   4.166769 -23.932394  4.360135e-04  7.272255e+01  2.335641e-02  0.073725
2984    67.0   40.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0 -330.473337 -441.463917  551.455362   95.436721   46667.466301    0.029499   46667.481051  2.085881e-02    0.055092  -0.032894    0.403449    0.408520   9.036626   3.871408 -30.840326  4.485206e-05  1.958595e+01  2.150373e-03  0.068366
2986    69.0   40.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0 -300.055308 -393.816964  495.100989   22.144542   46668.492782    0.015426   46668.500494  1.090762e-02    0.149327  -0.113673    1.213625    1.228052   8.790368   3.175311 -37.279565  2.504282e-03  1.125969e+02  2.296111e-01  0.056050
3013    96.0   40.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0   24.992254 -193.087100  194.697819  142.763255   46659.965411    0.013491   46659.972156  9.539363e-03    0.023282  -0.016627    0.160839    0.163364  10.086138   2.177929 -35.532121  8.015369e-06  1.712705e+01  8.403295e-04  0.038599
3039   122.0   40.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  -31.583556 -303.549501  305.188172  188.127596   46686.595834    0.083806   46686.637737  5.926010e-02    0.042566  -0.027633    0.204259    0.210469  13.952807   3.818025 -32.990381  5.946794e-06  3.551672e+00  1.003524e-04  0.068612
3052   135.0   40.0    3.0  2.001000e+03     3.0   1.0   2.0  0.0     1.0     3.0  -13.057569 -333.830910  334.086181  163.299364   46665.537762    0.036966   46665.552777  1.943500e-02    0.331149  -0.169176    2.130835    2.163073   9.899236   2.121633 -27.061380  8.111519e-05  1.113035e+02  4.173880e-03  0.037581
3094   177.0   40.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     1.0     1.0  442.687767 -473.528187  648.229437   19.420300   46651.134500    0.014887   46651.139633  8.450353e-03    0.066773  -0.043668    0.461502    0.468351   9.808295   2.123356 -33.183943  1.241823e-03  5.543041e+01  1.469726e-01  0.037601
3171    45.0   42.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  359.046297 -154.373233  390.826481  327.922441   92900.319119    0.034490   92900.336364  2.438811e-02    0.026156   0.053933    0.196222    0.205173  16.986559   4.193061  64.127525  1.908001e-06  8.413187e+00  7.823809e-05  0.076453
3172    46.0   42.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     3.0     1.0  -66.466859  -48.224717   82.118613   61.682973   92900.761357    0.024072   92900.773849  1.206172e-02    0.330265   0.653646    2.364130    2.474965  17.211593   4.153626  63.194065  6.504866e-04  2.052086e+02  5.393429e-02  0.075827
3214    41.0   43.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0    4.698628 -312.843847  312.879130   20.482218   43147.720141    0.082478   43147.761380  5.832097e-02    0.005111  -0.037575    0.208091    0.211525  10.327701   3.946860 -82.254368  5.042062e-04  3.626977e+00  8.645515e-03  0.069965
3310    82.0   44.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0 -280.213194 -117.256167  303.757210  446.977025   64349.140878    0.031925   64349.156840  2.257414e-02    0.061441  -0.028260    0.433649    0.438895   8.864038   4.050248 -24.700197  2.196799e-06  1.944324e+01  9.731915e-05  0.071485
3389    18.0   46.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0  164.790643 -168.648683  235.792990   12.522059   67182.641590    0.002973   67182.643076  2.101939e-03   -1.655577  -0.079601   20.076330   20.144635   4.719601   2.356516   2.752681  1.284718e-01  9.588396e+03  6.114972e+01  0.041257
3428    16.0   48.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0   55.785217  -63.399505   84.448136  521.466714   53155.620141    0.067220   53155.653751  4.753149e-02   -0.066710   0.000963    0.234420    0.243730  15.886470   0.295889  -0.826956  8.963048e-07  5.127865e+00  1.885747e-05  0.005369
3438    26.0   48.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     2.0     1.0  154.862041  265.098484  307.017032  406.300790   53104.369730    0.249071   53104.494266  1.761201e-01   -0.070783  -0.022698    0.287763    0.297343  14.483673   3.597565  17.779870  1.801204e-06  1.688308e+00  1.022719e-05  0.064808
3443    31.0   48.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  107.560812  250.009500  272.165535  101.230830   53135.431788    0.030473   53135.447024  2.154783e-02   -0.684182   0.022376    2.343663    2.441590  16.282269   2.014741  -1.873194  2.382578e-04  1.133155e+02  1.105767e-02  0.036626
3444    32.0   48.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     2.0     1.0 -307.562132  344.074732  461.499606   63.695427   53135.481901    0.000034   53135.481918  2.415896e-05   -0.582508   0.029544    1.979462    2.063603  16.417828  10.847716  -2.903492  5.086390e-04  8.910605e+04  2.196295e+01  0.196199
3451    39.0   48.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0  -47.880764 -175.811641  182.214985  466.755213   53136.692015    2.748334   53138.066182  1.943365e+00   -0.059224   0.006974    0.165472    0.176671  19.818257   2.826611  -6.715962  8.109379e-07  9.091001e-02  4.172855e-07  0.052418
3461    49.0   48.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0  121.694081  -44.379480  129.533731  666.823142   53139.571664    0.092885   53139.618106  6.567936e-02   -0.059643  -0.009562    0.193156    0.202384  17.365772   4.132071   9.108320  4.551506e-07  3.081443e+00  6.929993e-06  0.075497
3469    57.0   48.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     2.0     3.0 -310.833389  174.241750  356.339140    0.138407   53114.923918    0.000170   53114.924003  1.203140e-04   -0.293980   0.007061    1.117969    1.155998  14.736953   6.466156  -1.375841  6.034801e+01  9.688701e+03  5.057914e+05  0.116447
3507    95.0   48.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     1.0     3.0   42.198177   40.731077   58.649013  262.542645   53129.875532    0.085875   53129.905167  4.872865e-02   -0.272710   0.016234    0.941195    0.980059  16.185979   4.639620  -3.406787  1.421846e-05  2.011299e+01  2.917944e-04  0.084227
3511    99.0   48.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0  -57.135961   15.414203   59.178676  708.224558   53141.962936    0.663582   53142.294727  4.692233e-01   -0.062592   0.002303    0.217718    0.226553  16.049728   2.875945  -2.107495  4.516763e-07  4.828259e-01  9.626061e-07  0.052209
3550   138.0   48.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  186.202290   35.883972  189.628459  380.670395   53123.638401    0.266143   53123.771473  1.881916e-01   -0.146377   0.004140    0.527039    0.547016  15.527755   8.453390  -1.619993  3.774872e-06  2.906716e+00  2.005877e-05  0.152574
3552   140.0   48.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  163.138021  448.859531  477.586528  101.400715   53106.906777    0.017125   53106.915340  1.210930e-02   -0.139108   0.026174    0.574048    0.591243  13.851676   1.862708 -10.655807  5.750212e-05  4.882955e+01  4.748984e-03  0.033478
3554   142.0   48.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     3.0     2.0  184.990637  134.634780  228.796984  344.899965   53144.062481    0.040662   53144.082812  2.875218e-02   -0.105922   0.003771    0.348402    0.364242  16.920483   7.406840  -2.039091  3.061988e-06  1.266876e+01  1.064996e-04  0.134747
3594   182.0   48.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0  234.212176 -335.499081  409.163753  216.796870   53107.685473    0.032977   53107.701962  2.331857e-02   -0.096516  -0.000729    0.295979    0.311322  18.061095   7.112316   0.432633  6.623756e-06  1.335141e+01  2.840672e-04  0.130232
3633   221.0   48.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  130.479052 -198.249217  237.334227  276.551738   53102.420867    0.198083   53102.519909  1.400659e-01   -0.181513   0.001947    0.668734    0.692933  15.186630   6.855314  -0.614600  9.060216e-06  4.947230e+00  6.468586e-05  0.123682
3671   259.0   48.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     3.0     3.0  284.460908 -123.992784  310.309875   50.555980   53108.883126    0.019979   53108.893115  1.412749e-02   -0.093918   0.003479    0.308491    0.322496  16.943494   4.655679  -2.121479  1.261766e-04  2.282915e+01  8.931918e-03  0.084851
3703   291.0   48.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     1.0     2.0  -57.602736 -214.628366  222.223785  504.184005   52964.290315    0.081892   52964.332906  4.104475e-02   -0.312501   0.084894    1.407710    1.444501  12.954851   3.812206 -15.198144  5.682502e-06  3.519417e+01  1.384499e-04  0.068223
3829     5.0   50.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0   59.614009 -111.915866  126.802962    2.284566   30848.770699    0.001465   30848.771432  1.035611e-03   -0.023940  -0.084326    0.208778    0.226437  22.775677   7.897329  74.151087  4.338511e-02  2.188624e+02  4.193374e+01  0.149018
3830     6.0   50.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0   -6.575372  153.179372  153.320434   38.661805   30849.715906    0.093278   30849.762546  6.595784e-02   -0.098063  -0.569226    1.354558    1.472571  23.094387   0.884726  80.225356  9.851719e-04  2.232628e+01  1.493661e-02  0.016786
3831     7.0   50.0    8.0  1.007000e+03     2.0   7.0   1.0  0.0     1.0     1.0   39.767285  -45.250239   60.241357  276.021062   30839.401510    0.096524   30839.449697  3.535973e-02   -0.706759  -3.542287    8.858681    9.566797  22.183057   5.020842  78.716479  1.255689e-04  2.705639e+02  3.551284e-03  0.094514
3845    21.0   50.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0  171.548789   72.811566  186.361238  432.940606   30969.726627    0.043335   30969.748295  3.064264e-02   -0.041751  -0.049844    0.175146    0.186983  20.366597   3.825537  50.049142  9.975750e-07  6.102253e+00  3.255619e-05  0.071168
3858    34.0   50.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0 -303.142927   30.307776  304.654222  165.262384   30817.711199    0.035082   30817.728740  2.480661e-02   -0.119208  -0.725304    1.826714    1.969051  21.918913  12.824234  80.666519  7.209562e-05  7.937925e+01  2.906424e-03  0.239256
3859    35.0   50.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     1.0     1.0  362.309746 -208.669219  418.104287  186.206440   30817.905321    0.070370   30817.935107  3.640645e-02   -0.058678  -0.335683    0.842916    0.909231  22.012422   6.854010  80.084728  2.622314e-05  2.497512e+01  7.203080e-04  0.128724
3933   109.0   50.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0 -180.718204  -20.852891  181.917323  259.567517   30850.444030    3.149382   30852.018721  2.226949e+00   -0.028691  -0.126703    0.304170    0.331030  23.127369   7.694877  77.240899  4.913229e-06  1.486475e-01  2.206261e-06  0.145599
4015   191.0   50.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  190.176979 -189.138378  268.217466  287.489031   30866.351872    0.295939   30866.499842  2.092604e-01   -0.070979  -0.305732    0.750532    0.813541  22.694050   7.508625  76.929688  9.843212e-06  3.887715e+00  4.703833e-05  0.141642
4030   206.0   50.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     3.0     1.0    2.666265 -295.093184  295.105229   18.051927   30848.120739    0.012731   30848.127104  9.001859e-03   -0.097755  -0.371277    0.972284    1.045343  21.547820   5.490895  75.249131  3.207833e-03  1.161382e+02  3.563919e-01  0.102878
4068   244.0   50.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0  274.330781  209.280130  345.044273  180.029036   30848.670083    0.046197   30848.693182  3.266606e-02   -0.055550  -0.233268    0.610491    0.655900  21.444090  11.452710  76.605089  2.023730e-05  2.007956e+01  6.195396e-04  0.213327
4069   245.0   50.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     1.0     1.0  132.153748  300.858404  328.603701  146.900896   30846.897859    0.094943   30846.933338  5.181727e-02   -0.222730  -0.951699    2.403609    2.594746  22.128854   7.367280  76.827894  1.202392e-04  5.007589e+01  2.320491e-03  0.138426
4082   258.0   50.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0  -66.511865  -69.060325   95.880951  353.343683   30867.326376    3.367444   30869.010098  2.381143e+00   -0.025212  -0.084908    0.275936    0.290750  17.795995   2.468796  73.462100  2.328763e-06  1.221053e-01  9.780026e-07  0.045240
4131     5.0   51.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0    4.861548 -378.636931  378.668140  648.677907   29219.823913    0.007911   29219.827868  5.593862e-03    0.117349   0.302618    0.880635    0.938551  20.232279  10.580370  68.804702  2.230487e-06  1.678123e+02  3.988096e-04  0.195689
4132     6.0   51.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     3.0     1.0  121.427659 -411.098325  428.656633  530.304160   29219.404678    0.020897   29219.415127  1.477675e-02    0.047347   0.127297    0.373171    0.397153  19.999115   3.910543  69.597872  1.412237e-06  2.687868e+01  9.557798e-05  0.072575
4133     7.0   51.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     2.0     3.0 -292.488913 -119.429897  315.932373  313.011111   29218.333271    0.004815   29218.335678  3.404406e-03    0.147413   0.414586    1.275640    1.349420  19.031143   0.254302  70.426304  1.377298e-05  3.964911e+02  4.046821e-03  0.004695
4142    16.0   51.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     3.0     2.0  -39.839349 -371.116598  373.248849  403.765086   29269.345752    0.124964   29269.408234  8.836276e-02    0.089703   0.142346    0.450881    0.481545  20.463817  10.388949  57.781788  2.953785e-06  5.449694e+00  3.342832e-05  0.192476
4143    17.0   51.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  140.209884   52.158840  149.597313  697.682006   29270.355467    0.004987   29270.357960  3.526194e-03    0.048699   0.087461    0.256871    0.275688  21.291442   0.699489  60.890571  5.663735e-07  7.820508e+01  1.606645e-04  0.013102
