        Sim_Code  PCR_Mass   Lab  NShows  PCR_EMin  PCR_EMax  PCR_ThMin  PCR_ThMax  Det_S
0  Corsika-77500         1  BUAP    1000         9        11          0         25    1.0
       iClst  nShow  NPart         CCode  sCCode  NGam  NEle  NMu  ftP_ID  ltP_ID         dXm         dYm         dRm         sRm           Tmin          dT             Tm            sT          Px         Py          Pz         Ene      Theta     sTheta        Phi         dE/dS         dE/dT        dE/dTS    Thermy
30120   79.0  404.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     3.0     2.0 -384.746473  150.567779  413.159175   57.239455   62244.466841    0.037335   62244.485508  2.639972e-02    0.047725  -0.004706    0.222420    0.227658  12.167428   2.812692  -5.632046  6.948504e-05  8.623815e+00  2.632137e-03  0.050199
30147  106.0  404.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0 -274.076144   11.798501  274.329979  197.069251   62369.499600    0.066224   62369.532712  4.682713e-02    0.700748   0.032585    1.920275    2.044404  20.068005   6.565487   2.662321  5.264158e-05  4.365946e+01  1.124192e-03  0.121729
30149  108.0  404.0    4.0  1.003000e+03     2.0   3.0   1.0  0.0     1.0     1.0 -220.828176  413.378520  468.665002   71.049471   62367.206334    0.019884   62367.213345  8.795536e-03    3.351346   0.151398    9.523184   10.096852  19.406004   7.118302   2.586599  2.000158e-03  1.148082e+03  2.274319e-01  0.131383
30197   22.0  406.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     3.0     1.0  -51.489562  399.906321  403.207441   14.675293   68729.932942    0.024619   68729.945252  1.740849e-02    0.011513   0.253182    0.512626    0.571858  26.307956   8.392430  87.396405  2.655307e-03  3.285126e+01  1.525382e-01  0.162816
30275   29.0  408.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     3.0     2.0   35.685236 -416.767391  418.292355  182.077457   48749.415475    0.067294   48749.449122  4.758417e-02   -0.169455   0.048267    0.317436    0.363079  29.032688   1.154028 -15.898817  1.095188e-05  7.630405e+00  2.301628e-04  0.023035
30343   59.0  409.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0  -49.190085  240.652751  245.628604   96.080576   64261.305990    0.055606   64261.333793  3.931956e-02   -0.012608  -0.211618    0.591171    0.628034  19.727797  10.408714  86.590455  6.803178e-05  1.597296e+01  1.730271e-03  0.191934
30350   66.0  409.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     3.0     2.0   35.369614   64.693763   73.731218   19.151975   65212.408090    0.050388   65212.433284  3.562968e-02   -0.032189  -0.186424    0.324848    0.375922  30.215288   8.207583  80.203455  1.024875e-03  1.055111e+01  2.876545e-02  0.165205
30477   53.0  413.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     2.0     1.0 -365.391571  199.792533  416.446943   10.031000   51721.547219    0.013265   51721.553852  9.379915e-03    0.017978   0.282437    0.681710    0.738121  22.545551  10.342969  86.357873  7.335660e-03  7.870006e+01  7.821438e-01  0.194397
30507   83.0  413.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0 -299.817622  127.268826  325.711469  293.385065   52668.525109    0.034036   52668.542127  2.406706e-02    0.048196   0.101332    0.147506    0.185335  37.260725   8.584334  64.563295  2.153180e-06  7.701077e+00  8.946959e-05  0.187545
30531    3.0  414.0    7.0  3.004000e+03     3.0   4.0   3.0  0.0     3.0     1.0 -200.289217  150.354471  250.444080   81.961877   51824.821337    0.057494   51824.847688  1.795823e-02   -0.937288  -0.492216    4.002282    4.140019  14.816369   2.219110  27.706145  6.162807e-04  2.305489e+02  3.431936e-02  0.040053
30533    5.0  414.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     2.0     1.0   66.112917   17.949827   68.506306   28.335330   52192.473378    0.093868   52192.520312  6.637483e-02   -0.435992  -0.113648    1.455010    1.523174  17.205742  10.356681  14.609905  1.897112e-03  2.294842e+01  2.858223e-02  0.188198
30612   50.0  416.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     3.0     1.0 -110.556220  280.303068  301.317918  533.661398   33855.483007    0.029058   33855.497536  2.054705e-02   -0.016110   0.196877    0.537481    0.572654  20.179384   5.240148 -85.321920  2.010761e-06  2.787173e+01  9.786610e-05  0.097303
30682  120.0  416.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0 -225.221636  -14.498769  225.687837   88.997017   33475.479005    0.086132   33475.522071  6.090475e-02   -0.024500   0.001891    0.143056    0.145175   9.746443   0.791169  -4.413722  1.832910e-05  2.383680e+00  3.009519e-04  0.014010
30717  155.0  416.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0   14.147360  -35.455705   38.174007   15.310852   33436.895640    0.005044   33436.898162  3.566801e-03   -0.125895  -0.073085    1.456212    1.463470   5.708656   3.158058  30.136064  6.242882e-03  4.104183e+02  1.750766e+00  0.055365
30778   19.0  417.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0  -18.729202  218.032634  218.835583   54.783199   82627.973677    0.039244   82627.993298  2.774939e-02    0.135672   0.113967    0.454019    0.487372  21.318942   7.588311  40.030796  1.623925e-04  1.756398e+01  5.852321e-03  0.141754
30839   41.0  418.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     3.0     2.0   61.290417  225.872064  234.039963   18.733621   47285.471074    0.074305   47285.508227  5.254172e-02   -0.053621  -0.026512    0.189982    0.199183  17.477041   3.765580  26.309044  5.675552e-04  3.791015e+00  1.080220e-02  0.068853
30869    4.0  419.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     2.0     1.0  124.854325  368.336984  388.922532    1.721911   73144.146959    0.000158   73144.147038  1.118049e-04   -0.024283  -0.051736    0.499860    0.503117   6.522546   3.074008  64.856737  1.696867e-01  4.540568e+03  1.531401e+03  0.053975
30948   23.0  420.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     3.0     1.0 -213.489629 -130.766567  250.355181   49.044454   52758.162187    0.063692   52758.194033  4.503705e-02    0.086066   0.064247    0.249343    0.271502  23.303377   3.589895  36.741032  1.128739e-04  6.028554e+00  2.506302e-03  0.068176
30968   43.0  420.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0    2.430590   19.051920   19.206338  259.299281   53080.616042    0.112322   53080.672203  7.942346e-02    0.165080   0.201512    0.479683    0.545852  28.504618  15.092037  50.675433  8.118438e-06  6.872769e+00  1.022184e-04  0.296287
30995   70.0  420.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     3.0     1.0   -4.136078  169.036223  169.086817  105.222035   53393.925439    0.040125   53393.945501  2.837296e-02    0.278320  -0.074853    0.402852    0.495347  35.580842   2.106130 -15.053283  4.474004e-05  1.745905e+01  1.576911e-03  0.045187
31010   85.0  420.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0 -188.046846 -207.732148  280.203964  226.846829   53160.511226    0.126180   53160.574316  8.922264e-02    0.056055   0.045108    0.148056    0.164643  25.918430   3.714295  38.823696  3.199475e-06  1.845330e+00  3.585986e-05  0.072026
31021   96.0  420.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0  283.187837   99.298305  300.092493  427.103758   52616.881364    0.008275   52616.885502  5.850965e-03    0.043924   0.031378    0.138077    0.148260  21.352753   2.819201  35.540775  8.127486e-07  2.534369e+01  1.389322e-04  0.052810
31022   97.0  420.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0  178.713409 -479.399749  511.627405    4.998518   52617.587076    0.007379   52617.590765  5.217403e-03    0.062886   0.048580    0.197003    0.212437  21.967645   5.518923  37.686061  8.502526e-03  4.072483e+01  1.629960e+00  0.103704
31039  114.0  420.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0  161.046041  -63.418455  173.083008  546.101139   52666.990957    0.007389   52666.994651  5.224658e-03    0.270814   0.238971    0.873014    0.944842  22.475402   4.565361  41.425690  3.168202e-06  1.808774e+02  6.065102e-04  0.086139
31042  117.0  420.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     3.0     2.0  289.045739  162.027228  331.361226   13.091292   52784.831666    0.010069   52784.836701  7.119613e-03    0.340109   0.096301    1.034096    1.092852  18.871716   2.688888  15.809398  6.376703e-03  1.535203e+02  8.957789e-01  0.049578
31056  131.0  420.0    4.0  4.000000e+00     1.0   4.0   0.0  0.0     1.0     1.0  275.445411 -378.318570  467.969139   83.828045   52734.223549    0.067918   52734.265279  3.272138e-02    2.930054   2.124623    8.260483    9.018582  23.660376   7.745676  35.946396  1.283393e-03  2.756258e+02  3.922304e-02  0.147145
31057  132.0  420.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     3.0     1.0  174.646816 -427.739531  462.020147   35.103050   52732.722740    0.054010   52732.749745  3.819081e-02    0.149027   0.108155    0.407102    0.446811  24.337854   8.855054  35.970012  3.626049e-04  1.169973e+01  9.494810e-03  0.168950
31060  135.0  420.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0 -262.202772  437.476651  510.035404   28.792414   53128.816525    0.039970   53128.836510  2.826311e-02    0.150414   0.144085    0.331490    0.391498  32.142986  15.148576  43.768763  4.722516e-04  1.385240e+01  1.670971e-02  0.308629
31107  182.0  420.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0 -202.470468  292.846336  356.024251  389.684073   52769.982838    0.046828   52770.006252  3.311225e-02    0.072580   0.061395    0.223167    0.242573  23.073040   6.486349  40.227762  1.597412e-06  7.325997e+00  4.824379e-05  0.122789
31110  185.0  420.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0 -408.772648 -266.826171  488.150882   11.716295   52793.348783    0.022387   52793.359976  1.583024e-02    0.302633   0.207967    0.748430    0.833797  26.133941  11.860320  34.496497  6.074067e-03  5.267447e+01  3.837245e-01  0.228931
31141  216.0  420.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  -31.883362 -258.952290  260.907718  486.389029   52723.980621    0.152924   52724.057082  1.081335e-01    0.140541   0.112596    0.414053    0.451520  23.505481   3.799204  38.700270  1.908577e-06  4.175621e+00  1.765036e-05  0.072256
31144  219.0  420.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     3.0     3.0 -230.405273 -197.812058  303.671204  333.090316   52756.674841    1.483192   52757.416437  1.048775e+00    0.059626   0.049616    0.180641    0.196987  23.239376   7.015510  39.764659  1.775470e-06  1.878259e-01  1.692901e-06  0.132923
31146  221.0  420.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     1.0     2.0  286.380231   32.150386  288.179257  342.237165   52751.359779    0.066286   52751.384729  3.605308e-02    0.266426   0.216905    0.764859    0.838489  24.188425   2.617385  39.149966  7.158842e-06  2.325770e+01  1.985695e-04  0.050061
31148  223.0  420.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     3.0     1.0   39.709139 -348.667451  350.921369    6.077432   52756.178658    0.003228   52756.180272  2.282828e-03    0.289137   0.243889    0.823288    0.906028  24.676533   8.453474  40.147779  2.453022e-02  3.970624e+02  1.075025e+01  0.161780
31153  228.0  420.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     3.0     2.0 -190.113194   22.654688  191.458250  349.960125   52755.952247    0.294422   52756.099458  2.081877e-01    0.071449   0.063936    0.192765    0.215341  26.445075   3.180850  41.823615  1.758285e-06  1.034364e+00  8.445709e-06  0.061972
31154  229.0  420.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0 -359.148175   92.725370  370.925068  429.496586   52759.061600    1.409893   52759.766547  9.969451e-01    0.105216   0.092633    0.294401    0.326526  25.462134   7.013244  41.361035  1.770101e-06  3.275267e-01  1.775527e-06  0.135234
31159  234.0  420.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  164.470027 -235.688212  287.400979  310.960908   52745.057693    0.027610   52745.071498  1.952322e-02    0.132499   0.105488    0.387262    0.422677  23.621420   3.824625  38.524828  4.371163e-06  2.165107e+01  2.239070e-04  0.072803
31161  236.0  420.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     3.0     1.0 -107.844093 -459.980553  472.453656    0.924117   52756.616407    0.098157   52756.665486  6.940766e-02    0.073607   0.056850    0.209028    0.228787  23.986264   7.233346  37.680644  2.679027e-01  3.296321e+00  3.859898e+00  0.137812
31164  239.0  420.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     2.0     1.0  -78.419984  -72.601792  106.867742   36.753136   52754.888622    0.026675   52754.901959  1.886231e-02    0.068202   0.047377    0.184397    0.202247  24.244427   5.594140  34.785852  1.497245e-04  1.072284e+01  7.938180e-03  0.106910
31172  247.0  420.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0 -276.019714  150.657433  314.459130  457.282514   52758.002579    0.059489   52758.032324  4.206522e-02    0.524992   0.415545    1.471552    1.616738  24.465256  15.635415  38.362535  7.731617e-06  3.843499e+01  1.838051e-04  0.296101
31173  248.0  420.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0   -2.179571   77.376288   77.406980  662.882182   52755.262378    0.045962   52755.285359  3.250004e-02    0.257249   0.199172    0.720573    0.790620  24.299312  14.065604  37.748397  1.799265e-06  2.432749e+01  5.536365e-05  0.266656
31175  250.0  420.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     3.0     1.0 -103.212941 -218.180578  241.362126  282.254665   52756.326890    0.062682   52756.358231  4.432266e-02    0.694940   0.519644    1.899662    2.088487  24.550264   0.529762  36.787441  2.621498e-05  4.712114e+01  5.914710e-04  0.010165
31184  259.0  420.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0 -278.599886  -12.776203  278.892682  460.632986   52758.385905    0.749741   52758.760776  5.301470e-01    0.111164   0.090976    0.332210    0.361959  23.383370   9.989968  39.296454  1.705882e-06  6.827529e-01  3.217759e-06  0.188998
31216  291.0  420.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0 -390.214855 -108.898721  405.125369   10.130395   52746.758696    0.005304   52746.761348  3.750249e-03    0.058542   0.045154    0.157790    0.174255  25.105494   4.413558  37.643357  1.697980e-03  4.647731e+01  4.528853e-01  0.084984
31257  332.0  420.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  120.129592   19.288306  121.668227  471.693236   52743.076976    0.038419   52743.096185  2.716619e-02    0.091020   0.065906    0.255389    0.279020  23.750285   6.359453  35.907655  1.254053e-06  1.027123e+01  4.616399e-05  0.121014
31268  343.0  420.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     3.0     2.0 -357.048807 -342.101450  494.486858  100.745802   52761.632183    0.010101   52761.637234  7.142359e-03    0.139390   0.115069    0.382739    0.423282  25.279227  11.135930  39.540375  4.170382e-05  5.927190e+01  5.839759e-03  0.213591
31271  346.0  420.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     3.0     1.0 -158.745698  218.556230  270.124086  109.259714   52747.185011    0.090487   52747.230255  6.398373e-02    0.274124   0.225490    0.799545    0.874837  23.938366   1.288681  39.440165  7.328366e-05  1.367302e+01  1.145366e-03  0.024606
31280  355.0  420.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0   74.959743   67.064188  100.581154  538.952231   52744.927487    0.068203   52744.961589  4.822712e-02    0.210686   0.183183    0.647297    0.704944  23.331030   9.351316  41.005693  2.426912e-06  1.461747e+01  5.032361e-05  0.176957
31362    8.0  423.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  182.082378 -247.349188  307.141032  151.661964   74053.819271    0.037198   74053.837870  2.630328e-02    0.175978  -0.055172    0.571426    0.600450  17.887105   8.465378 -17.407095  2.610498e-05  2.282882e+01  9.924989e-04  0.154689
31363    9.0  423.0    3.0  3.000000e+03     3.0   0.0   3.0  0.0     3.0     2.0  301.369057  -80.110976  311.835016  223.346405   74052.853062    0.067865   74052.887130  3.393325e-02    0.310933  -0.100622    1.076519    1.125159  16.887207   7.823774 -17.932346  2.255567e-05  3.315897e+01  6.647267e-04  0.142261
31437    7.0  425.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0 -213.820107  391.539786  446.119314  110.917889   38743.673120    0.092506   38743.719373  6.541197e-02    0.050502  -0.009718    0.129153    0.139101  21.712523   3.021190 -10.892112  1.130647e-05  2.126570e+00  1.728528e-04  0.056730
31438    8.0  425.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     2.0     1.0  170.758053  -55.878719  179.668428   20.500169   37527.893468    0.008148   37527.897542  5.761215e-03    0.027097   0.075359    0.503231    0.509567   9.042063   3.534065  70.222857  1.212514e-03  8.846325e+01  2.104980e-01  0.062418
31457   27.0  425.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0   41.095276 -277.535771  280.561804  118.519329   37390.155860    0.013654   37390.162687  9.655087e-03   -0.018138   0.008376    0.162437    0.164117   7.011799   3.445568 -24.788492  1.168356e-05  1.699975e+01  1.210219e-03  0.060553
31466   36.0  425.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     3.0     1.0 -434.697256    8.543792  434.781210  174.527725   37386.050681    0.049335   37386.075348  3.488510e-02   -0.092041   0.036917    0.768715    0.775086   7.350904   3.444151 -21.855520  2.544609e-05  2.221889e+01  7.294466e-04  0.060573
31474   44.0  425.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0 -226.260718 -213.868016  311.341357  223.441250   37492.278278    0.037389   37492.296972  2.643781e-02   -0.149350   0.031325    0.878910    0.892061   9.849695   5.639338 -11.845792  1.786767e-05  3.374314e+01  6.758632e-04  0.099736
31477   47.0  425.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     2.0     3.0  430.315296  301.231064  525.272698   47.393392   37804.136311    0.027457   37804.150039  1.941487e-02    0.018134   0.045182    0.155664    0.163107  17.367425   2.283213  68.131335  7.261686e-05  8.401579e+00  3.740463e-03  0.041742
31566   24.0  426.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     3.0     1.0 -432.446358   16.495804  432.760862    7.250994   70265.483725    0.006308   70265.486879  4.460304e-03    0.766632   0.088201    3.834516    3.911396  11.378673   7.744930   6.562994  7.439378e-02  8.771315e+02  1.668282e+01  0.137465
31592   21.0  427.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0 -470.466243  175.888447  502.270078    0.692433   59187.470173    0.000665   59187.470506  4.703607e-04    0.303747   0.272427    1.142262    1.212948  19.656818   3.317369  41.888545  2.529804e+00  2.584255e+03  5.389893e+03  0.061448
31731   59.0  430.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     2.0     3.0 -375.311169 -218.799939  434.432833    7.820203   54993.978884    0.005803   54993.981786  4.103256e-03    0.072789  -0.130993    0.405377    0.432246  20.288130   5.817247 -60.940364  7.067975e-03  1.053679e+02  1.722948e+00  0.108060
31783   25.0  431.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0 -217.921627  316.939044  384.629943  182.464050   45085.502420    0.028493   45085.516666  2.014727e-02    0.008930  -0.045956    0.329746    0.333053   8.080510   3.929673 -79.003660  1.000365e-05  1.653175e+01  4.965513e-04  0.069219
31832   29.0  432.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     2.0     1.0   34.024852  235.426053  237.872060  427.322736   57502.050267    0.072469   57502.086502  5.124339e-02   -0.060439   0.091696    0.240548    0.264447  24.539100  10.290436 -56.610006  1.448192e-06  5.160704e+00  2.826161e-05  0.196375
31937   31.0  434.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     3.0     1.0  301.555799   68.750394  309.293577  110.413440   32588.861414    0.024431   32588.873630  1.727541e-02   -0.018471   0.019365    0.190882    0.192752   7.980659   2.428975 -46.353288  1.581087e-05  1.115826e+01  9.152767e-04  0.042795
31941   35.0  434.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0  -16.054494 -322.817819  323.216787  588.274034   32584.832964    0.009633   32584.837781  6.811221e-03   -0.062340   0.019479    0.461573    0.466178   8.053839   4.255284 -17.351941  1.347077e-06  6.845272e+01  1.978023e-04  0.074940
31951   45.0  434.0    3.0  2.001000e+03     3.0   1.0   2.0  0.0     1.0     3.0 -179.432446  -81.350308  197.012373  520.181582   32591.085480    0.191581   32591.191523  9.742251e-02   -0.061112   0.040994    0.607713    0.612344   6.904343   0.870897 -33.853514  2.263004e-06  6.285510e+00  2.322900e-05  0.015310
31976   70.0  434.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     3.0     1.0  396.056596  377.732118  547.304650   46.061015   32604.163130    0.071559   32604.198909  5.059958e-02    0.177712   0.027048    1.067873    1.082900   9.555225   5.663817   8.654019  5.104124e-04  2.140178e+01  1.008748e-02  0.100080
31992   86.0  434.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  314.888892 -160.562999  353.462150  128.372843   32619.086329    0.091288   32619.131973  6.455022e-02    0.017946   0.051647    0.283237    0.288466  10.925915   2.736076  70.839282  1.750442e-05  4.468925e+00  2.711795e-04  0.048617
32008  102.0  434.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  175.477838  -12.901476  175.951469  201.447330   32596.957499    0.059148   32596.987073  4.182404e-02   -0.019227   0.011789    0.134432    0.136311   9.523832   1.592409 -31.514579  3.358984e-06  3.259232e+00  8.031419e-05  0.028178
32041  135.0  434.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     2.0     1.0  226.335975   16.346358  226.925488  303.374460   32572.885139    0.011754   32572.891016  8.311639e-03    0.034009   0.009391    0.443562    0.445001   4.547900   0.896300  15.436280  4.835074e-06  5.354597e+01  5.817934e-04  0.015692
32137   15.0  438.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     3.0     2.0 -138.160360 -193.725785  237.945298   12.830853   93437.459162    0.006543   93437.462433  4.626278e-03    0.040691   0.020377    0.117752    0.126245  21.130098   1.362110  26.600986  7.668370e-04  2.729457e+01  1.657926e-01  0.025485
32146   24.0  438.0    4.0  1.003000e+03     2.0   3.0   1.0  0.0     1.0     3.0 -150.455885 -116.266424  190.144300  314.241962   93422.700127    0.041249   93422.714806  1.900945e-02    1.096141   0.349820    2.801224    3.028336  22.330494   4.453559  17.699840  3.066731e-05  1.593152e+02  1.613351e-03  0.083946
32147   25.0  438.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  148.463469 -439.894244  464.271847  408.531150   93420.733546    0.000657   93420.733874  4.642335e-04    0.217683   0.071459    0.564699    0.609417  22.083559  12.445154  18.173404  3.651440e-06  1.315572e+03  7.882505e-03  0.232567
32171   49.0  438.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     2.0     1.0 -261.327229 -104.676977  281.512326   57.759272   93421.492091    0.061438   93421.515332  3.333804e-02    0.172635   0.053977    0.436541    0.472536  22.506178   2.553974  17.362640  1.416418e-04  1.417451e+01  4.248782e-03  0.048234
32183   61.0  438.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     1.0     1.0   78.057273  281.342907  291.970494  250.222370   93267.410083    0.062163   93267.441212  3.108140e-02    0.158782   0.058301    0.407349    0.441097  22.550116   3.867395  20.161959  7.045014e-06  1.419213e+01  2.266706e-04  0.073031
32376   43.0  443.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0 -138.028251  339.769556  366.735803   28.828592   30143.745359    0.030508   30143.760614  2.157275e-02   -0.327949  -0.052742    0.525194    0.621419  32.311607  12.024363   9.136386  7.477172e-04  2.880706e+01  3.466187e-02  0.246497
32410   77.0  443.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0  -65.123540  337.125387  343.357834  218.092453   29543.204264    0.085630   29543.247079  6.054951e-02   -0.217985  -0.000954    0.450392    0.500399  25.826679  10.957524   0.250776  1.052048e-05  8.264435e+00  1.737528e-04  0.211174
32425   92.0  443.0    3.0  3.000000e+00     1.0   3.0   0.0  0.0     1.0     1.0   65.005615   92.232805  112.838913  286.882047   29532.959311    0.090368   29533.001514  4.547799e-02   -0.087016   0.016111    0.208676    0.226665  22.980822   2.186951 -10.489213  2.754091e-06  4.984175e+00  6.056010e-05  0.041450
32493   14.0  444.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     1.0     1.0  204.686424   -7.624569  204.828383  155.479783   43349.216978    0.057699   43349.246960  2.891618e-02    0.167151  -0.093131    0.450120    0.489131  23.030219   3.162503 -29.125208  2.023378e-05  1.691605e+01  6.997632e-04  0.059946
32514   35.0  444.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     3.0     2.0 -286.660226  307.821526  420.628312  260.977103   43232.263647    0.015460   43232.271377  1.093174e-02    0.108387  -0.062919    0.346912    0.368907  19.862752   5.968016 -30.135190  5.416413e-06  3.374948e+01  4.955212e-04  0.110550
32601   20.0  446.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0 -154.886814  -94.875239  181.634898  224.627518   50076.011557    0.021294   50076.022205  1.505746e-02    0.027354   0.028504    0.319205    0.321645   7.055238   0.537938  46.179129  6.374567e-06  2.136259e+01  4.233777e-04  0.009460
32621   40.0  446.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     3.0     2.0 -245.891856  370.117173  444.352930    3.630930   50141.937586    0.000195   50141.937684  1.381544e-04    0.026085   0.031133    0.272678    0.275691   8.472100   2.882100  50.041502  2.091160e-02  2.010079e+03  1.524676e+02  0.050836
32634   53.0  446.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0 -260.360912  368.995352  451.603115   37.490445   50889.273364    0.064041   50889.305385  4.528417e-02    0.098168  -0.038806    0.516271    0.526953  11.555758   6.407269 -21.568887  3.749134e-04  1.163685e+01  8.279310e-03  0.113904
32763   60.0  448.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  243.587499 -207.694866  320.112522  166.484522   89992.009581    2.515005   89993.267084  1.778377e+00   -0.034842   0.028478    0.148144    0.154983  16.896559   0.462760 -39.260955  5.591620e-06  8.714887e-02  3.144228e-06  0.008441
32799   96.0  448.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     2.0     3.0  -45.665460    5.330560   45.975527   12.825236   90044.963801    0.001475   90044.964538  1.042709e-03   -0.075389   0.057573    0.347444    0.360165  15.270638   1.461153 -37.368299  2.189632e-03  3.457447e+02  2.101962e+00  0.026432
32949   61.0  451.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0 -298.426482 -271.795878  403.647575  193.763277   65824.444752    0.129659   65824.509582  9.168240e-02    0.066665   0.008327    0.204217    0.215038  18.210244   4.831043   7.119963  5.727598e-06  2.345494e+00  6.247285e-05  0.088658
32960   72.0  451.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0  196.039472  -54.463863  203.464461  129.762759   65820.173756    0.014714   65820.181113  1.040437e-02    0.067554   0.006331    0.160106    0.173892  22.966230   0.784605   5.354312  1.032714e-05  1.671499e+01  9.926723e-04  0.014872
33033   42.0  453.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0   77.755463  247.540244  259.464997   84.658451   60759.111608    0.024439   60759.123827  1.728094e-02   -0.032781   0.016280    0.181760    0.185464  11.385228   0.750831 -26.409912  2.587726e-05  1.073289e+01  1.497532e-03  0.013367
33039   48.0  453.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     1.0     1.0 -408.766042  155.647761  437.396734    6.711679   60851.644819    0.009729   60851.648314  5.412413e-03   -1.546994   0.458844    6.638564    6.831857  13.661700   7.527625 -16.520543  1.516618e-01  1.262490e+03  2.802629e+01  0.134819
