N. sh	P. id	x (m)	y (m)	t (ns)	px (GeV/c)	py (GeV/c)	pz (GeV/c)	Psq (GeV)	ek (GeV)	zha (°)	aza (°)
8963	6	-1383.37	-1312.07	48486.4	-0.255651	-0.154719	0.683947	0.557079	0.648161	23.601	-148.818
8964	13	-498.384	-651.059	50391.8	0.0455137	-0.982157	3.83449	15.67	3.12895	14.3815	-87.3468
8970	13	-300.656	-1576.84	49398	-0.0598191	0.0419245	0.886257	0.790787	0.3541	4.71184	144.975
8971	6	-2098.42	3881.88	54721.7	-0.164119	-0.176969	0.790435	0.68304	0.72753	16.9799	-132.842
8973	6	-44.5675	-1016.56	54159.4	-0.48108	-0.026366	1.00649	1.24516	1.0152	25.5801	-176.863
8973	1	984.684	3734.02	54864.7	-0.0220797	0.0101601	0.0765519	0.00645093	0.0803177	17.6146	155.29
8973	1	1058.53	3770.06	54820.2	-0.0140247	0.00973484	0.0606565	0.00397067	0.0630132	15.7197	145.235
8973	6	-2961.75	2402.04	59413.5	-0.965861	0.371198	1.5374	3.43428	1.75053	33.9422	158.977
8973	1	-476.554	504.627	54719.3	-0.0392704	0.00924498	0.081412	0.00825555	0.09086	26.3608	166.753
8976	1	533.426	136.802	48841.2	-0.00785903	0.00253337	0.0566564	0.00327813	0.0572549	8.29207	162.133
8976	1	545.83	135.963	48835.9	-0.00774897	0.00297529	0.0668749	0.00454116	0.0673881	7.07538	158.995
8976	1	557.68	144.542	48833.8	-0.00914386	0.00841227	0.109963	0.0122461	0.110662	6.44659	137.386
8976	1	550.961	139.578	48834.3	-0.00880281	0.00377553	0.0768242	0.00599369	0.077419	7.10687	156.785
8976	1	545.666	117.026	48834	-0.00661891	0.000779161	0.0537226	0.00293053	0.0541344	7.07176	173.286
8978	6	-687.4	-1846.49	134950	0.20997	0.00734468	2.10312	4.46726	2.01057	5.70483	2.00337
8984	5	790.419	101.771	94235.8	-0.092886	0.167389	0.645088	0.452786	0.57548	16.5285	119.026
8985	6	1161.09	3233.1	83520.5	0.141743	0.13016	1.00849	1.05409	0.926452	10.8032	42.5606
8990	14	435.587	431.662	136999	0.138177	1.09549	1.92111	4.90987	1.46802	29.8884	82.8111
8993	5	191.818	-992.725	12066.3	0.0596912	-0.0708011	0.845601	0.723617	0.751535	6.24983	-49.8663
9001	5	731.139	353.943	106582	0.152289	0.273248	2.24962	5.15863	2.16806	7.91649	60.8678
9002	5	506.679	-3706.27	64599.8	-0.293606	-0.637429	1.33747	2.28134	1.40844	27.687	-114.731
9002	13	1353.25	-533.034	61601.2	0.297531	-0.279272	1.00814	1.18286	0.497671	22.0367	-43.1869
9002	14	1284.51	-556.39	61487.9	-0.319933	-0.850801	1.9645	4.68549	1.42093	24.8298	-110.608
9004	14	-851.627	-1000.63	50993.2	0.185209	-0.144693	1.30205	1.75058	0.683744	10.232	-37.9984
9006	5	-420.092	690.487	58984.5	-0.117032	0.143074	0.399886	0.194075	0.347375	24.8082	129.283
9007	5	-1067.19	-1568.39	56337.9	-0.558289	-0.165388	1.10519	1.56049	1.148	27.7826	-163.499
9007	5	2314.36	463.962	52408	-0.575734	0.168881	2.18577	5.13758	2.16343	15.3496	163.652
9007	5	-1282.19	734.085	57531.4	-0.18625	-0.00654519	0.219557	0.0829369	0.2011	40.3254	-177.987
9007	6	894.986	691.939	54102.1	-0.453425	0.390467	1.85542	3.80063	1.84672	17.8747	139.267
9007	13	-520.943	513.138	57548	-0.796488	0.0979064	1.1481	1.96211	0.747117	34.9522	172.992
9010	13	-1540.26	-679.794	31731	-0.555084	0.354882	2.08727	4.79075	1.44235	17.5179	147.408
9014	1	538.533	-790.688	34226.6	-0.00434981	-0.0021341	0.0794344	0.0063333	0.079582	3.49045	-153.867
9014	1	550.885	-785.606	34224.7	-0.00205855	-0.00404871	0.148638	0.022114	0.148708	1.75026	-116.951
9014	1	550.678	-785.85	34224.7	-0.00313295	-0.00495344	0.140693	0.0198289	0.140815	2.38547	-122.313
9014	2	550.848	-785.967	34224.7	-0.000714295	-0.00990178	0.189949	0.0361792	0.189698	2.99179	-94.1261
9014	6	295.478	821.257	34545.7	-0.133048	0.340305	2.46877	6.22834	2.39224	8.41891	111.354
9016	6	1176.08	571.801	91867.3	0.906359	-0.0190172	2.47672	6.95601	2.53388	20.1042	-1.202
9024	1	-7297.81	-2828.3	133479	-0.107929	-0.214091	0.207361	0.100482	0.316989	49.1442	-116.754
9028	1	950.12	-1701.42	101202	-0.00252372	-0.0340727	0.0749085	0.00677861	0.0823323	24.5179	-94.2361
9032	6	305.006	429.365	49584.4	-0.512398	1.00189	2.41393	7.09338	2.55978	24.9939	117.087
9034	6	-2365.46	-1270.16	94032.1	-0.38916	-0.294124	1.68492	3.07692	1.65164	16.1464	-142.918
9035	3	1069.42	437.207	69966.7	-0.0162039	-0.00245503	0.07524	0.00592966	0.076495	12.2882	-171.385
9035	2	1069.08	436.953	69966.9	-0.0637466	-0.01616	0.251317	0.0674851	0.259269	14.664	-165.775
9035	1	1065.43	440.221	69968.2	-0.044538	-0.0142338	0.155075	0.0262343	0.16197	16.7788	-162.277
9035	1	1075.53	453.775	69955.5	-0.0311338	-0.00855888	0.113419	0.0139064	0.117925	15.8909	-164.629
9035	1	1085.29	515.254	69942	-0.0265374	0.00366803	0.102829	0.0112914	0.106261	14.6025	172.13
9035	2	1061.82	391.248	69990.4	-0.0177827	-0.00559312	0.0494451	0.00279232	0.0523339	20.6572	-162.54
9035	1	1077.72	361.886	69993.6	-0.0197261	-0.0127674	0.0777372	0.0065952	0.0812108	16.8184	-147.088
9035	1	1119.05	410.003	69934.7	-0.0152172	-0.00810532	0.0678236	0.0048973	0.0699807	14.2629	-151.958
9035	2	1073.41	412.535	69971.5	-0.014138	-0.00242693	0.0591478	0.00370424	0.0603536	13.6324	-170.26
9035	1	1060.91	411.53	69982.5	-0.0246331	-0.00920666	0.0810168	0.00725527	0.0851779	17.983	-159.507
9035	3	1048.7	421.791	69993.5	-0.0205231	-0.000816496	0.0592127	0.00392801	0.0621649	19.1303	-177.722
9038	5	-1345.84	-510.477	89012	0.272881	-0.00771267	1.15644	1.41188	1.08726	13.2821	-1.61897
9042	13	1370.12	-1602.65	76619.7	0.184953	-0.497928	1.00694	1.29607	0.536529	27.812	-69.6227
9046	5	192.555	-116.388	32322.7	-3.51632	-0.56507	11.1764	137.595	11.6249	17.6748	-170.871
9046	6	370.842	400.834	32515.1	-0.096915	0.0444571	0.400639	0.171881	0.322178	14.9031	155.358
9047	5	1023.55	106.053	65211.3	0.13559	0.56152	1.66113	3.09306	1.65622	19.1751	76.4247
9049	6	-731.444	273.774	25860.6	-0.185225	-0.0701025	0.512588	0.301969	0.453924	21.1249	-159.27
9051	5	1019.74	-868.817	47710.7	0.229505	-1.1113	2.8595	9.46438	2.97258	21.645	-78.3314
9051	5	-98.0071	322.055	46397.6	-0.0865071	-2.65872	9.58278	98.9059	9.84005	15.5144	-91.8636
9055	6	858.732	-1247.45	82382.2	0.861006	0.0699975	4.21452	18.5084	4.19778	11.5834	4.64777
9056	13	214.996	-56.5521	101588	-1.19031	-0.713409	4.23074	19.825	3.61102	18.1601	-149.064
9058	1	154.82	390.1	44031.4	0.0217647	-0.0348463	0.196645	0.040357	0.200891	11.801	-58.0114
9058	1	154.773	390.041	44031.5	0.0117479	-0.0188529	0.106282	0.0117894	0.108579	11.8052	-58.0715
9058	3	152.692	395.266	44028.6	0.0067491	-0.00437085	0.10608	0.0113176	0.105874	4.33471	-32.9279
9058	2	154.634	388.333	44032.6	0.00835367	-0.0118296	0.0592094	0.00371547	0.0604458	13.7439	-54.7715
9058	2	155.049	390.571	44031.3	0.0129581	-0.0206243	0.135669	0.0189993	0.137328	10.1781	-57.8592
9058	2	152.8	390.499	44030.6	0.0048219	-0.0134728	0.0820094	0.00693031	0.0827391	9.89779	-70.3077
9058	3	153.425	390.134	44031	0.0203619	-0.0354322	0.182154	0.0348501	0.186171	12.6449	-60.1152
9058	1	153.329	390.882	44030.5	0.0271695	-0.0445277	0.263408	0.0721049	0.268524	11.2012	-58.6097
9058	2	153.672	390.593	44030.8	0.109792	-0.169338	0.995698	1.03214	1.01543	11.458	-57.0423
9059	6	696.646	-277.357	54451.6	-0.270144	0.148109	0.651222	0.519004	0.622468	25.318	151.266
9061	5	500.853	-1331.95	13363.2	-0.0015033	-0.223877	0.314967	0.149327	0.294955	35.4056	-90.3847
9061	2	908.174	221.783	11479.7	0.0141483	-0.0152171	0.0604875	0.00409047	0.0634478	18.9582	-47.0845
9061	1	843.111	220.785	11456.9	0.0034396	-0.00664904	0.0511189	0.00266918	0.0516641	8.33137	-62.6471
9061	1	561.062	25.7341	11689.3	-0.0127289	-0.017252	0.0483342	0.00279586	0.0528758	23.9206	-126.421
9061	13	-107.894	939.517	14297	-0.219585	0.451196	0.773085	0.849456	0.37658	32.9867	115.951
9061	1	-1093.41	-419.173	13943	-0.0979579	-0.0568296	0.0902206	0.0209651	0.144793	51.4572	-149.88
9061	1	-1109.66	-456.182	14030.9	-0.0356665	-0.0231523	0.0314087	0.00279463	0.0528643	53.5488	-147.011
9063	5	-2208.75	-195.515	73968.1	-0.15981	0.147433	0.612175	0.422034	0.55252	19.5538	137.307
9074	2	577.375	-2054.62	83102.3	0.00211164	0.0088351	0.0953441	0.00917302	0.0952663	5.44245	76.5582
9074	1	568.071	-2080.22	83095.2	-0.00414373	0.0134699	0.196227	0.0387036	0.196732	4.10787	107.099
9074	5	168.051	-162.032	84054.4	-0.0147297	0.213861	1.92626	3.75644	1.83537	6.35015	93.94
9078	6	1389.09	486.101	90817.1	0.309406	0.0107127	1.23979	1.63292	1.17656	14.0208	1.98299
9078	1	1279.35	464.946	91424.8	0.0937369	-0.0132487	0.0491226	0.0113752	0.106654	62.5756	-8.04486
9078	3	1365.7	249.241	91933.8	0.0774851	-0.0645208	0.0422397	0.0119511	0.108811	67.2704	-39.7837
9078	13	977.451	510.399	90944.7	-0.126616	-0.0229909	1.45553	2.13512	0.797647	5.05251	-169.708
9078	13	896.523	343.572	91526.3	-0.338685	-0.605917	0.5642	0.800164	0.357719	50.896	-119.204
9081	5	387.646	-1680.22	51663.9	0.218997	-0.337434	0.612808	0.537356	0.634962	33.2824	-57.0161
9082	5	-498.674	-747.206	55897	-0.00712014	-0.317498	0.462458	0.314722	0.465206	34.478	-91.2847
9083	5	-643.908	-959.948	40516	-0.563182	-0.0246108	2.16938	5.02399	2.13826	14.5663	-177.498
9086	1	474.129	-573.594	36937.9	0.00714167	-0.0207962	0.0518831	0.00317535	0.0563502	22.9674	-71.0469
9086	6	-29.2752	660.189	35497.5	0.058524	-0.438104	1.54523	2.58309	1.50501	15.9626	-82.3912
9088	6	-17.9193	263.768	28018.7	-0.511255	0.208051	2.31163	5.64832	2.27331	13.4295	157.857
9088	5	496.108	44.1443	27584.2	-0.840748	0.3048	5.11504	26.9634	5.08804	9.91713	160.073
9088	2	-14.6688	92.207	27971.1	-0.0254858	-0.00610657	0.12156	0.0154637	0.123843	12.1662	-166.526
9088	6	-547.62	243.058	28477.1	-1.00789	0.309455	3.29867	11.9928	3.35902	17.725	162.932
9088	6	123.146	-790.897	28053.6	-0.309092	-0.241099	1.1523	1.48145	1.11607	18.7879	-142.045
9088	6	418.107	-118.222	27638.6	-0.321101	0.089721	2.09749	4.51061	2.02079	9.03172	164.389
9088	1	-636.173	918.001	29385.3	-0.0671595	0.0558299	0.125241	0.0233126	0.152685	34.8895	140.263
9090	5	743.035	-2023.02	83217.3	0.390418	-0.00556736	0.494021	0.396514	0.532838	38.3216	-0.816983
9090	14	284.837	-2351.07	83690.7	0.419855	-0.15629	1.03197	1.26566	0.526657	23.4667	-20.4177
9099	6	-56.6108	-721.252	45822.2	0.0921756	0.364649	1.14728	1.45771	1.10631	18.151	75.814
9099	5	-829.706	208.666	46610.4	-0.0248703	0.514482	1.7906	3.47155	1.76054	16.0484	92.7676
9103	6	158.881	-1421.18	166793	-0.00203099	-0.492076	1.41781	2.25234	1.39884	19.1403	-90.2365
9103	5	260.203	-800.015	165943	-0.0699263	-3.55675	8.94993	92.7566	9.52595	21.6769	-91.1263
9107	6	-795.891	2471.94	37822.3	-0.126402	-0.0436511	0.552575	0.323222	0.472602	13.6044	-160.948
9109	1	252.819	-4.3808	76799.4	0.0619612	-0.0217946	0.144494	0.0251928	0.158723	24.445	-19.3791
9114	5	1362.02	-1260.61	70584.6	0.401766	-0.0762677	1.2481	1.72498	1.21197	18.1414	-10.7486
9115	6	-251.711	304.272	79646.1	0.363876	-0.491988	6.51861	42.8668	6.44247	5.36288	-53.5133
9115	5	3954.61	2032.35	83883.7	0.40624	0.0897221	0.892662	0.969926	0.884841	24.9882	12.4544
9116	5	952.164	730.5	82901.9	-0.0984607	-0.0147826	0.778769	0.616395	0.686527	7.28564	-171.462
9120	6	3275.2	-447.071	82359.7	0.173475	0.277921	0.758683	0.682934	0.727467	23.3559	58.028
9123	6	1255.65	1706.97	67303.7	-0.122067	-0.0336859	0.394923	0.171999	0.322317	17.7781	-164.572
9129	5	-1467.3	-6229.15	96996.5	-0.185214	-0.203344	0.821938	0.751235	0.767496	18.5022	-132.329
9130	6	2798.71	-611.028	41494.4	0.117368	-0.134631	0.542771	0.326501	0.47543	18.2146	-48.9189
9132	5	-469.609	-801.533	71452.7	-0.135603	0.00820005	0.188568	0.0540134	0.14964	35.7702	176.539
9132	14	214.255	-545.994	70960.6	-0.321358	0.467622	1.79622	3.54834	1.16617	17.5306	124.498
9134	5	319.207	-49.2957	38546.2	-0.644007	1.55521	8.41445	73.6364	8.47616	11.3125	112.494
9134	6	47.6513	422.037	39091.8	-0.0602069	0.1982	0.609063	0.413866	0.546285	18.7832	106.897
9134	5	997.589	1033.92	39706.2	0.0536398	0.412418	1.20516	1.62538	1.17362	19.0391	82.5896
9135	5	166.679	-486.643	51409.5	-0.390623	-0.681661	3.69628	14.2798	3.67468	11.9997	-119.815
9137	5	-739.01	-89.9643	72260.3	-0.181622	-0.195181	2.45998	6.12259	2.37098	6.18557	-132.939
9138	6	412.043	1098.27	68601.5	-0.269866	-0.0386874	1.57286	2.54822	1.49415	9.83342	-171.842
9141	6	377.586	386.991	56427.6	0.132457	-0.860892	5.63164	32.474	5.59392	8.79204	-81.2531
9141	6	3585.61	641.788	57765.2	0.362904	-0.0947047	1.38837	2.06824	1.33635	15.1172	-14.6259
9141	6	-173.185	-174.399	56832.9	-0.0809986	-0.718996	3.21945	10.8884	3.19579	12.6663	-96.4276
9141	1	-452.294	-434.735	58140.8	-0.0460285	-0.114406	0.13062	0.0322688	0.179635	43.3531	-111.916
9141	1	-452.326	-431.302	58133.7	-0.0303568	-0.0824672	0.0962914	0.0169944	0.130363	42.3841	-110.209
9141	1	-452.346	-431.417	58134	-0.0133235	-0.0368276	0.0417026	0.00327289	0.0572092	43.2016	-109.889
9141	3	-452.329	-431.412	58134	-0.0318951	-0.0938484	0.104116	0.020665	0.143243	43.5919	-108.771
9141	13	393.985	275.939	57445.9	0.374708	-0.456857	1.80133	3.5939	1.17625	18.1604	-50.6419
9142	1	-180.158	-292.318	19881.5	-0.101057	-0.224519	0.726331	0.588179	0.766928	18.7258	-114.233
9142	1	-86.0478	-173.148	19754.1	-0.00281101	-0.0172337	0.0481798	0.00262619	0.0512464	19.9217	-99.264
9142	2	-88.2174	-174.141	19755.8	-0.00724034	-0.0398205	0.102113	0.0120651	0.109331	21.6214	-100.305
9142	3	71.0334	82.1726	19910	0.034158	-0.0351533	0.196607	0.0410567	0.202114	13.9989	-45.8227
9142	2	87.9058	89.6605	19919.4	0.0178047	-0.0010224	0.058408	0.00372955	0.0605612	16.9793	-3.28649
9142	1	84.7222	81.4252	19920.8	0.0835837	-0.0638067	0.287891	0.0939386	0.306494	20.0652	-37.3576
9142	13	-0.70877	169.108	20063.1	0.0288843	0.0782326	1.42509	2.03784	0.769417	3.34906	69.7353
9143	6	1317.05	2408.06	99393.1	0.403635	-0.231097	1.1945	1.64316	1.18055	21.2747	-29.7929
9144	6	267.295	411.406	97513.1	0.808063	3.71507	10.7063	129.08	11.2562	19.5505	77.7288
9148	1	-2791.65	-3866.31	44765.2	-0.00692082	-0.0200393	0.0453849	0.00250926	0.0500925	25.0388	-109.053
9148	5	-39.632	285.866	42263.2	0.160787	0.0861934	1.36827	1.90545	1.27876	7.59453	28.1944
9151	5	790.94	-1636.23	60900.1	0.748491	-0.876501	2.0687	5.608	2.26482	29.125	-49.5042
9151	6	-302.097	880.718	57271.6	0.794679	-0.687705	2.8416	9.17912	2.92589	20.2963	-40.8725
9157	6	1102.37	347.226	46946.2	0.130153	0.0914838	2.56558	6.6075	2.46702	3.5483	35.1031
9161	5	-283.323	-3222.37	105001	-0.530905	0.221388	2.27754	5.51806	2.24577	14.1742	157.364
9164	2	274.456	676.524	56677.4	-0.0355785	0.00409539	0.0502539	0.00380805	0.0612006	35.4756	173.434
9164	1	-1428.34	-283.197	59136.2	-0.0289969	-0.00782323	0.0543426	0.00385514	0.0620898	28.9283	-164.901
9164	1	-1423.84	-421.686	59224.2	-0.0247284	-0.0159415	0.0466833	0.00304496	0.0551811	32.2206	-147.192
9166	5	-1793.35	1091.46	63956	-0.291019	0.0403401	2.64358	7.07484	2.5563	6.3417	172.108
9166	1	-142.555	107.009	63563.1	-0.00107352	0.00139566	0.0939166	0.00882342	0.0939331	1.07407	127.567
9173	1	-427.916	-2294.21	37266.7	0.00115259	-0.0336168	0.0639765	0.00522441	0.0722801	27.7338	-88.0363
9174	6	547.288	315.029	104159	-0.0875051	-2.72107	13.4476	188.249	13.6151	11.4449	-91.8419
9176	5	1928.89	-944.903	61861.6	0.22232	-0.970543	3.62422	14.1264	3.65433	15.3618	-77.098
9176	5	1106.76	447.912	61208.1	0.0171812	-0.0847449	0.315623	0.107095	0.238229	15.321	-78.5392
9176	1	-3213.68	-861.014	65189.8	-0.133747	-0.0361727	0.0504405	0.0217411	0.147449	69.9958	-164.866
9176	1	-2856.14	-769.984	64130.7	-0.406425	-0.12193	0.438948	0.372723	0.610511	44.0293	-163.3
9176	13	-2711.16	-648.74	64191.5	-0.208283	0.283066	0.920822	0.971421	0.422126	20.8897	126.346
9177	6	807.074	-1230.54	35869.5	-0.0298254	0.155842	1.55218	2.43443	1.45818	5.83675	100.834
9178	5	-66.1061	-120.455	56418.6	0.0549415	1.16009	3.5995	14.3053	3.67805	17.8824	87.2885
9178	13	2924.07	-705.984	67566.4	0.456275	0.413614	0.711988	0.88619	0.390462	40.8587	42.1924
9179	6	-331.589	1975.75	47715.5	-0.231689	0.233061	1.50256	2.3657	1.43605	12.337	134.831
9179	6	1233.92	1419.75	46729.4	-0.282139	0.449618	3.99359	16.2305	3.92444	7.57112	122.109
9184	13	2011.82	2418.44	130489	-0.0802498	0.0102674	1.93787	3.76189	1.21559	2.39065	172.709
9186	13	1119.66	-1482.64	43899.8	0.970053	-0.391892	2.00634	5.11998	1.51049	27.5402	-21.9982
9187	6	646.273	-373.367	22819.3	1.11667	-0.7474	3.4445	13.6701	3.59316	21.3109	-33.7949
9188	6	-1302.14	-317.949	83317.2	-0.150059	0.121564	0.753317	0.604783	0.679164	14.3787	140.989
9188	14	129.747	-344.526	86128.7	0.0624502	0.0721965	1.0999	1.2189	0.510607	4.96018	49.1401
9190	5	-1509.76	-3872.96	74937.2	-0.437341	-0.637315	4.14417	17.7716	4.11131	10.565	-124.459
9190	6	1732.78	632.502	74276.5	0.141671	0.254179	2.44249	6.05043	2.35637	6.79411	60.8662
9191	1	1077.9	405.014	60634.5	0.0240572	-0.0075774	0.0649977	0.00486087	0.0697199	21.2087	-17.4831
9196	5	111.177	523.5	70573.9	0.23813	0.182915	0.704236	0.586112	0.667178	23.0925	37.5291
9198	14	-2975.06	-2112.97	54288	-0.483736	0.0715894	1.11855	1.49028	0.601413	23.6139	171.582
9203	5	-1388.48	652.282	29547	0.140404	0.160894	1.25154	1.61195	1.16836	9.68275	48.8903
9204	1	-3414.19	-2187.77	123902	0.0178861	0.0208613	0.0491974	0.00317549	0.0563515	29.1856	49.3907
9208	6	49.1792	49.692	53872.1	2.10934	-0.499767	23.467	555.397	23.4614	5.27766	-13.3293
9208	5	415.196	175.05	54033.2	0.281919	-0.0651333	2.10549	4.51682	2.02225	7.8248	-13.0091
9208	6	312.85	304.619	54000.5	0.216225	0.0653996	1.51086	2.33373	1.42564	8.50368	16.8286
9209	1	852.388	280.889	50349.9	0.0238489	-0.0981289	0.298543	0.099326	0.31516	18.6887	-76.3399
9209	1	808.734	312.964	50312.1	0.00243869	-0.0194086	0.0746425	0.00595415	0.0771632	14.685	-82.8383
9209	5	-1380	-1068.9	52218	-0.122626	-0.55609	1.02699	1.37898	1.07339	29.0076	-102.436
9209	6	-55.902	-2277.26	53949	-0.0177104	-0.408282	0.654837	0.59582	0.673433	31.9671	-92.4838
9209	14	-1648.35	-3502.15	62154.3	-0.112994	-0.628879	0.64189	0.820279	0.365811	44.8685	-100.186
9212	6	-1573.06	-1026.28	89206.7	-0.401391	-1.01583	3.23919	11.6854	3.31436	18.6342	-111.561
9212	5	696.676	1535.92	86483.6	0.0458383	-0.378379	1.36147	1.99886	1.31209	15.6397	-83.0926
9214	5	772.668	-120.921	70548.1	4.71748	-3.17291	14.1369	232.173	15.1319	21.9079	-33.9242
9217	6	88.6412	-784.073	42277.2	0.159234	-0.110375	0.499203	0.286742	0.440149	21.2119	-34.7282
9221	5	-3629.32	181.993	70316.2	-0.0925181	0.171039	1.43199	2.08841	1.34333	7.7332	118.41
9223	5	193.263	788.509	46938.4	0.0740426	1.83439	4.46482	23.3051	4.72303	22.3519	87.6886
9224	3	34.3956	-396.646	45100.8	-0.0111847	-0.0433148	0.1342	0.0200109	0.14095	18.4358	-104.479
9224	2	33.8555	-397.258	45101.6	-0.0141389	-0.0512441	0.154707	0.02676	0.163075	18.9633	-105.425
9228	5	-1648.62	-2333.42	62057.4	0.0156155	-0.0876557	0.187554	0.0431038	0.127296	25.3947	-79.899
9229	5	-2421.68	-600.907	87264.5	-0.574893	0.0353499	1.38013	2.2365	1.39356	22.6526	176.481
9229	6	-779.186	711.297	86002.2	-1.55724	0.943453	5.46084	33.1359	5.65169	18.4393	148.79
9229	1	-561.446	-1838.13	86065.2	-0.0131548	0.0222163	0.109119	0.0125735	0.112132	13.3121	120.631
9232	6	658.344	222.856	78947.8	-0.0363166	0.0546212	0.252676	0.0681477	0.175964	14.5523	123.619
9235	5	-574.985	395.363	28910.8	0.0117678	0.523352	1.902	3.89165	1.8699	15.3884	88.7119
9237	6	-2204.71	-156.017	55722.1	-0.557718	0.487538	2.36387	6.13661	2.37381	17.3996	138.841
9240	6	-2553.52	2788.17	163890	-0.617775	0.128495	0.734024	0.936948	0.868052	40.6837	168.25
9242	3	877.757	1067.9	35336.8	0.0329042	-0.0217096	0.146288	0.0229542	0.150996	15.0815	-33.4161
9242	1	-157.989	-1273.24	38941.8	-0.0383512	-0.1103	0.107288	0.0251477	0.15858	47.4252	-109.172
9242	1	318.997	-1605.29	39677.6	0.0135585	-0.116067	0.0827776	0.0205076	0.143205	54.6874	-83.3372
9243	5	238.471	-739.752	53438.4	0.749766	-2.05496	5.37163	33.6394	5.69525	22.1574	-69.9552
9253	6	-1328.13	107.908	49794.5	-0.465749	-0.198567	1.62426	2.89456	1.59896	17.3132	-156.91
9253	5	762.137	-1227.55	49415.8	-0.0529473	-0.103323	0.287685	0.0962415	0.222069	21.9772	-117.133
9253	1	-532.548	139.296	49091.2	-0.0442132	-0.0138464	0.19165	0.0388763	0.197171	13.5903	-162.611
9254	5	-367.268	106.061	59900.5	0.591953	-0.239062	2.29711	5.68426	2.28085	15.5315	-21.9915
9256	6	-111.844	184.742	42410.2	0.0733122	0.180145	1.87995	3.57205	1.78728	5.90654	67.8555
9261	5	3455.02	-4880.71	77812.5	0.185995	0.0759004	0.608469	0.410589	0.543767	18.2706	22.1992
9263	5	2779.74	606.439	88599.4	0.664975	0.0565821	1.23259	1.96468	1.29999	28.433	4.86353
9269	5	2420.47	-1968.25	97882.1	0.288728	-0.472816	1.94222	4.07915	1.91679	15.9203	-58.5894
9270	5	-532.925	916.049	88157.8	1.09833	-0.898227	4.44788	21.7968	4.56424	17.6924	-39.2767
9273	6	-406.611	-7.19661	67237.8	-0.409558	-0.297581	1.24963	1.81786	1.24675	22.054	-143.998
9273	5	-265.628	-1140.26	68414.2	-0.118118	-0.201435	0.461536	0.267544	0.422269	26.8369	-120.387
9273	6	-275.456	-1147.88	68557.2	-0.062718	-0.0976728	0.343742	0.131632	0.272225	18.6589	-122.705
9273	13	2864.4	1482.75	68118.7	0.392842	-0.165972	2.02689	4.29014	1.33484	11.8819	-22.9036
9277	5	99.5717	752.612	54255.1	-0.780791	0.651125	2.8923	9.39898	2.96194	19.3669	140.174
9280	5	-1083.17	930.078	56625.9	-1.62716	0.109069	3.01385	11.7428	3.32275	28.4181	176.165
9281	5	434.882	-876.635	56975.1	0.602141	0.977931	4.4392	21.0254	4.4809	14.5047	58.3782
9282	6	-1159.63	-392.052	65881.1	-1.2272	0.598924	3.90556	17.1181	4.0331	19.2719	153.986
9284	6	398.598	139.033	47015.7	0.797203	-0.590804	6.97711	49.6646	6.94245	8.09414	-36.542
9286	1	-272.772	-1080.66	50787	0.0104676	-0.0201052	0.0451663	0.00255379	0.050535	26.65	-62.4966
9291	5	-2072.09	1064.47	44887	-0.014544	-0.0259631	0.19727	0.0398009	0.120095	8.57868	-119.257
9293	5	-72.1682	-1393.37	75460.6	-0.111035	-0.21786	0.65123	0.483892	0.597943	20.5801	-117.006
9299	6	-52.4812	813.848	41555.4	0.260939	-0.0710619	1.2756	1.70029	1.20257	11.9702	-15.234
9303	5	-2.37026	-88.8018	38951	0.00185382	-0.414152	3.35666	11.4387	3.2781	7.03381	-89.7435
9303	5	-163.523	191.717	38865.2	0.00568099	-0.485813	6.09771	37.4182	6.01229	4.55552	-89.33
9303	1	-914.231	222.206	39066.1	0.00141249	-0.015219	0.0573643	0.00352428	0.0593656	14.9195	-84.6975
9307	6	-255.866	-268.791	32074.9	-0.0273169	-0.0154574	0.356791	0.128285	0.26777	5.02738	-150.496
9307	1	78.8769	13.6919	31920.8	0.013217	0.0138474	0.152784	0.0237095	0.153979	7.14147	46.3344
9307	1	-20.6556	-65.9697	31887.6	0.00657008	0.0212617	0.326703	0.10723	0.32746	3.89673	72.8283
9307	1	-14.6322	-73.8777	31886.7	0.00223579	0.00353753	0.0711805	0.00508418	0.0713034	3.36465	57.7063
9307	1	-1.42887	-79.1434	31888.9	0.0167453	0.000156529	0.157715	0.0251545	0.158602	6.06091	0.535562
