N. sh	P. id	x (m)	y (m)	t (ns)	px (GeV/c)	py (GeV/c)	pz (GeV/c)	Psq (GeV)	ek (GeV)	zha (°)	aza (°)
5349	6	2056.88	-2008.14	45557.4	0.0299693	0.102378	0.291327	0.0962508	0.222083	20.1111	73.6836
5350	5	1206.28	-1532.12	66876.9	0.11155	1.09765	5.7243	33.9849	5.72496	10.9094	84.1972
5351	5	259.598	521.233	43314.9	0.249429	0.0178102	0.717962	0.578001	0.661912	19.2031	4.08422
5351	6	-1026.5	-211.098	42780.2	-0.0329491	0.118409	0.445924	0.213955	0.368808	15.4096	105.55
5351	14	-1034.4	-338.988	42833.2	-0.255962	-0.542458	2.20572	5.22497	1.53262	15.2129	-115.261
5351	13	-385.761	-340.663	42932.8	1.07043	-0.539914	4.04819	17.8252	3.3857	16.4969	-26.7658
5353	14	-3349.27	-1504.51	112415	0.268644	0.722822	1.6657	3.3692	1.12317	24.8416	69.6119
5363	5	568.155	732.989	39599.8	0.0196696	0.0363839	2.18389	4.77111	2.08118	1.08499	61.6038
5363	6	-1248.61	-444.061	40445.5	-0.167558	-0.0696892	0.802039	0.676199	0.723415	12.7493	-157.417
5363	6	-1059.39	5.54022	40480.6	-0.142124	-0.0429119	0.436032	0.212165	0.366918	18.8027	-163.199
5368	1	-589.461	388.405	45075.8	-0.0249715	0.00513381	0.0547836	0.00365118	0.060425	24.9551	168.383
5368	13	-750.918	-318.677	47621.9	-0.362524	-0.0361675	0.746759	0.690382	0.314693	26.0065	-174.303
5370	6	-929.158	-673.201	38385.6	-0.358174	-0.448911	5.90491	35.1978	5.82805	5.55491	-128.585
5370	1	374.484	3210.91	39561.1	-0.000213166	0.00992026	0.0595527	0.00364498	0.0603737	9.4596	91.231
5374	6	378.273	1264.56	43685.4	0.00567509	0.0680567	0.202239	0.0455645	0.132518	18.659	85.2333
5374	14	2393.14	-1556.92	46113	0.278071	-0.267846	1.77869	3.31281	1.10945	12.2468	-43.9269
5379	5	2982.72	-2045.37	46346.8	0.328891	-0.656213	1.89189	4.11802	1.92638	21.2054	-63.3802
5383	6	50.0846	-192.403	41334.3	0.225465	-0.16947	1.23083	1.59451	1.16149	12.9069	-36.9301
5383	6	739.511	240.48	41679.5	0.730935	-0.234982	2.48303	6.7549	2.49551	17.1821	-17.8216
5383	6	139.108	-494.936	41515.8	1.4379	-1.31217	6.4621	45.5481	6.6441	16.7643	-42.3824
5383	5	-52.7377	-4.36215	41119.6	1.4479	-1.06322	7.31433	56.7263	7.42677	13.7983	-36.2905
5386	1	-4721.63	-1395.3	56866.9	-0.111402	0.00901952	0.0683082	0.0171577	0.130987	58.568	175.371
5390	5	427.014	-207.563	27020.6	0.202037	0.144008	0.680872	0.525144	0.626672	20.0216	35.4805
5390	1	-1202.3	369.005	26884.9	-0.00403882	0.0554177	0.156866	0.0276942	0.166416	19.5051	94.1683
5390	1	-1203.62	369.487	26885.6	-0.00390999	0.0486736	0.137386	0.0212592	0.145805	19.5665	94.5928
5390	6	-450.789	-1094.03	26065.8	0.0515746	0.052236	0.533641	0.290161	0.443272	7.83236	45.365
5391	6	4184.02	1314.89	79748.4	0.171436	0.229994	0.468491	0.301771	0.453747	31.4792	53.2993
5407	5	1238.01	175.56	26735.5	0.111208	-2.42489	6.1015	43.1208	6.46183	21.6948	-87.3742
5408	6	877.242	-1544.06	34170.4	1.17295	-1.08159	2.41489	8.37737	2.79064	33.4526	-42.6796
5414	5	290.367	251.823	83321.9	0.481089	0.358666	3.19144	10.5454	3.14343	10.6487	36.7056
5419	1	56.5639	394.87	37234	0.000984159	0.0189624	0.0690975	0.005135	0.0716589	15.3655	87.029
5419	1	213.503	456.911	37319.9	0.0170298	0.0556343	0.171247	0.0327106	0.180861	18.7656	72.9805
5419	6	474.791	-720.685	37074	0.0977296	-0.0554452	0.558617	0.324678	0.47386	11.3729	-29.5677
5421	5	723.723	-1546.71	92416.6	-0.11705	0.0476542	0.251198	0.0790719	0.194734	26.7071	157.847
5430	5	-335.931	-435.167	73632.2	-0.111584	-0.0833196	0.422784	0.198139	0.351838	18.2312	-143.251
5431	1	-1040	-708.13	43315.2	-0.0152562	0.0270981	0.0536164	0.00384178	0.0619821	30.1137	119.379
5432	6	1514.59	-1864.97	54733.5	-0.108072	-0.6383	1.43536	2.47935	1.47248	24.2767	-99.6098
5435	5	928.832	555.585	67726.9	0.572259	0.212637	1.62374	3.00922	1.63227	20.6051	20.3838
5435	6	639.599	383.286	67467.4	0.128534	0.083328	0.511025	0.284611	0.438194	16.6863	32.9551
5435	14	792.218	623.682	68158.3	0.93178	0.533526	1.75225	4.22323	1.32084	31.4985	29.795
5444	5	-140.738	-1637.28	98054.4	0.502519	-0.0446083	1.31796	1.99153	1.30951	20.9461	-5.07281
5444	5	82.6727	-320.734	98256	1.25985	-0.083663	3.71272	15.3785	3.81731	18.7822	-3.79926
5444	6	1297.5	1190.33	100091	0.694618	0.246404	1.51496	2.83833	1.58238	25.9428	19.5312
5448	5	-1013.32	-715.225	56617	-0.548981	-0.868861	2.57225	7.67278	2.66633	21.7796	-122.286
5449	5	-1700.84	-1652.76	55897.4	-0.0209772	-0.112013	0.570753	0.338746	0.485874	11.2916	-100.607
5450	5	-662.201	1681.55	38623.3	0.088349	-0.160556	1.57762	2.52247	1.48608	6.62585	-61.1773
5450	1	2803.81	2134.27	41015.9	0.0887212	0.00197517	0.229169	0.0603936	0.245751	21.1684	1.27535
5453	6	766.326	1099.21	67712.3	0.883281	-1.26234	7.57077	59.6903	7.62101	11.5028	-55.0189
5457	6	785.423	-829.832	61941.1	0.133068	-0.0657596	0.562221	0.338125	0.485348	14.789	-26.2976
5459	5	-148.29	-197.926	50171	-0.198337	-0.476995	1.46685	2.41852	1.45308	19.4009	-112.578
5460	5	-5324.59	-5798.78	68812	-0.220439	-0.256215	1.10443	1.334	1.05416	17.0159	-130.708
5465	5	785.968	593.598	46938.3	-0.0164607	0.149572	0.804412	0.669721	0.719499	10.5954	96.2803
5469	1	38.8424	498.698	32390.8	0.0340887	0.0170967	0.0822725	0.0082231	0.0906813	24.8692	26.6354
5469	1	67.1853	433.691	32397.2	0.0320367	0.00743697	0.0701075	0.00599672	0.0774385	25.132	13.0691
5469	1	52.255	523.409	32424.2	0.0763472	0.0415661	0.178659	0.0394758	0.198685	25.9458	28.5654
5469	1	42.7349	565.041	32446.2	0.0288358	0.0228787	0.0757181	0.00708817	0.0841913	25.9261	38.429
5469	1	48.0383	521.454	32417.4	0.261213	0.142469	0.618716	0.471339	0.686541	25.6828	28.6087
5469	6	339.708	-958.013	32253.1	0.675713	0.134594	1.52952	2.81414	1.57521	24.2496	11.2652
5471	6	3285.1	-2274.3	68891.3	0.827506	0.489261	3.01757	10.0299	3.0631	17.6706	30.5936
5472	6	-1707.84	-1514.14	73654.3	0.135302	-0.141668	0.530293	0.319587	0.469451	20.275	-46.3166
5472	5	-29.7374	331.552	73817.4	5.19652	-2.3017	15.9032	285.212	16.7829	19.6658	-23.89
5472	6	762.242	-233.083	74968.6	1.12704	-0.499418	3.02336	10.6603	3.16107	22.1826	-23.8992
5480	13	-661.432	-177.795	19086.8	-0.599693	-0.223014	0.869413	1.16524	0.491528	36.3501	-159.601
5480	2	1332.5	-65.294	19838.5	0.0566415	-0.0101076	0.0331561	0.00440975	0.0658969	60.0467	-10.1179
5480	1	25.8588	98.1748	17210.6	0.0232318	0.0176859	0.283216	0.0810636	0.284717	5.88603	37.2812
5480	13	106.942	-10.7239	17264	1.46157	-0.534259	7.96323	65.8346	7.22851	11.0573	-20.0792
5481	1	-834.066	1070.39	36898.8	0.00153262	0.0106297	0.0523825	0.00285926	0.0534721	11.5864	81.7954
5484	5	506.344	-310.919	63810.9	0.297922	-0.808958	2.51579	7.07237	2.55583	18.9148	-69.7823
5484	6	-2070.55	1407.56	62668.8	-1.67164	0.243897	3.67022	16.3244	3.93606	24.7159	171.699
5490	13	-374.069	-981.119	52660.4	-0.330793	-0.704489	1.3059	2.31111	0.847583	30.7938	-115.152
5493	1	-366.758	-314.994	51629.8	0.0154527	0.0533388	0.208355	0.0464957	0.215629	14.9239	73.8433
5497	6	1372.75	514.511	65788.4	-0.115012	0.0939444	0.883166	0.802035	0.796117	9.54495	140.757
5500	5	-1136.49	-402.948	71988.7	1.01688	1.60519	4.86419	27.271	5.11758	21.3379	57.6461
5501	1	-478.109	566.357	36623.8	0.0211112	-0.0121893	0.0648161	0.00479539	0.0692487	20.6114	-30.0014
5501	2	-490.913	541.474	36627.8	0.048458	-0.0183941	0.109856	0.0147548	0.120959	25.2587	-20.7861
5501	13	-974.134	-173.659	38048.6	0.0492955	-1.04219	1.66189	3.85047	1.23604	32.1212	-87.2919
5501	6	-371.456	-182.275	37340.9	0.253943	-0.257656	0.843098	0.841687	0.817841	23.2237	-45.4157
5502	5	-512.911	-1032.7	62942	0.617329	0.292413	4.38627	19.706	4.33474	8.85167	25.3457
5505	5	101.32	-295.343	38504.7	-0.162852	-0.0386573	1.00919	1.04647	0.922757	9.41698	-166.646
5505	1	-269.898	-24.0276	39090	-0.132975	0.0673212	0.187979	0.0575505	0.239897	38.4104	153.148
5505	1	-186.462	-207.575	38832.2	-0.031586	0.00583759	0.0558336	0.00414915	0.0644139	29.9117	169.529
5505	3	-186.41	-207.493	38832.2	-0.254007	0.0424126	0.440233	0.260123	0.509512	30.3264	170.521
5505	1	-168.931	98.4688	39066.2	-0.175634	0.168918	0.314052	0.158009	0.397503	37.8089	136.117
5505	1	-489.946	54.4614	39625.6	-0.36117	0.165919	0.350561	0.280866	0.529968	48.5875	155.326
5505	5	277.233	-178.389	38503.4	0.0897451	0.131456	0.979606	0.984963	0.892403	9.22893	55.6786
5505	13	-108.483	-55.5251	38805.9	-5.46989	3.62579	11.6242	178.188	12.4422	29.447	146.461
5513	6	-110.49	-1258.26	57413.1	0.173977	-0.258705	2.42412	5.97354	2.34071	7.32853	-56.0794
5514	1	367.055	46.678	43094.6	-0.018318	0.0131295	0.0652597	0.00476676	0.0690417	19.0523	144.369
5515	6	195.685	-440.695	57831.1	-2.74701	0.8995	6.78365	54.373	7.26891	23.079	161.869
5515	5	483.407	-512.943	57439.8	-2.01795	0.399157	4.86684	27.9176	5.17911	22.9121	168.811
5528	6	516.767	1400.66	19705.1	-0.0819996	0.368478	0.594149	0.495513	0.606154	32.4298	102.546
5528	1	-138.701	77.4392	18420.1	-0.0137393	0.00923774	0.0479613	0.00257439	0.0507384	19.0445	146.085
5528	1	-181.528	292.961	18651.2	-0.025886	0.0294576	0.0794739	0.00785394	0.0886225	26.2634	131.307
5530	6	-3102.14	-913.824	72432.1	-0.0431405	0.649179	1.50228	2.68014	1.53486	23.4165	93.8019
5534	6	258.665	-289.913	50481.7	-0.0234282	0.384354	1.32936	1.91546	1.28237	16.1544	93.4881
5536	6	-836.699	1300.81	70005	-0.471288	0.459489	1.68929	3.28695	1.71041	21.2878	135.726
5537	5	-308.259	-514.217	58591.2	-0.526533	-0.0976832	3.7053	14.016	3.63963	8.22385	-169.49
5537	5	1440.88	708.905	58730.4	0.0163282	0.10139	0.653751	0.437937	0.564491	8.92754	80.8515
5537	5	-386.466	711.505	58862	-0.488675	0.345779	3.0343	9.56533	2.98893	11.1606	144.717
5537	6	98.164	583.943	58604.4	-0.727775	0.891251	7.61397	59.2965	7.59549	8.59368	129.234
5537	6	1477.75	-101.762	58571.4	0.100296	0.030514	1.10251	1.22653	1.00686	5.43175	16.9219
5538	5	769.597	-743.258	41503.2	0.187032	-0.446792	2.20755	5.10788	2.15687	12.3752	-67.2853
5539	6	-608.921	3343.74	104064	-0.72005	0.864526	2.24676	6.3138	2.40929	26.6004	129.79
5540	6	-1130.94	-2176.33	78938.3	-0.591211	-0.258837	1.25802	1.99913	1.31219	27.1588	-156.356
5540	6	-1181.94	-415.848	78987.8	-0.149516	-0.0666302	0.280222	0.105319	0.235637	30.2912	-155.98
5540	6	-1125.21	-143.53	79103.8	-0.216028	-0.12239	0.323479	0.166286	0.315589	37.5084	-150.466
5545	5	-782.14	2087.26	57048.3	0.354051	-0.274794	1.73467	3.20993	1.68908	14.4865	-37.8165
5545	6	-3082.84	-498.347	57784	-0.00805586	-0.257723	1.1275	1.33774	1.05576	12.8815	-91.7904
5554	14	-576.326	-1434.57	56270.6	-0.244881	0.0902225	1.43348	2.12297	0.794739	10.318	159.774
5556	6	2014.79	572.79	57708.4	-0.0590909	0.0619323	0.461791	0.220578	0.375737	10.5015	133.655
5557	6	-553.343	11.038	39681.5	0.192953	0.74685	2.02277	4.6866	2.06177	20.8741	75.514
5559	6	-161.122	-24.2988	54920	1.65881	-0.502031	10.6062	115.496	10.6418	9.2804	-16.8382
5560	1	-61.7847	3525.67	42898.5	0.0260283	0.00309648	0.0656141	0.00499227	0.070656	21.776	6.78436
5561	5	-703.798	-1802.64	34197.2	0.00592859	0.00925104	0.17985	0.0324667	0.103221	3.49607	57.3459
5563	6	1494.99	-193.45	75582.2	1.32376	-0.684434	3.45502	14.158	3.65853	23.3317	-27.3407
5566	5	-532.816	-819.951	51695.5	-0.130057	-0.597521	1.19444	1.80063	1.24037	27.1109	-102.28
5566	6	761.848	999.071	49653.3	0.0757493	-0.210032	0.986891	1.02381	0.911676	12.748	-70.1678
5567	1	-243.69	614.299	34309.7	-0.0151645	-0.0119777	0.0544057	0.00333341	0.0577357	19.5545	-141.696
5567	5	-1298.02	-503.864	37102.8	-0.145443	-0.112101	0.198354	0.0730648	0.184563	42.7927	-142.377
5567	5	-380.392	317.685	34669.8	-0.802656	-0.719549	2.32223	6.55477	2.45675	24.9004	-138.125
5567	5	616.973	275.064	34054.9	-0.0659746	-0.368518	0.963997	1.06945	0.933867	21.2241	-100.15
5567	6	-675.993	1131.95	34767.4	-0.246779	0.0190843	0.587362	0.406258	0.540423	22.8507	175.578
5567	1	-282.895	13.0723	34867.8	-0.0187394	-0.0193514	0.0532135	0.00355731	0.0596432	26.8494	-134.079
5568	1	-359.269	-1774.01	142216	-0.00178818	0.0128708	0.062683	0.00409802	0.0640158	11.7117	97.9097
5568	6	-131.641	-56.2327	142429	-0.20152	0.0279256	0.460704	0.253638	0.408931	23.8261	172.11
5570	1	116.217	-18.9033	70054.9	0.01758	-0.0045676	0.0697706	0.00519785	0.0720961	14.5922	-14.5645
5570	2	1566.67	848.695	72034.1	0.177806	0.0419501	0.305005	0.126403	0.355021	30.9201	13.2752
5570	3	1574.43	840.086	72044.3	0.37589	0.0607517	0.578797	0.479989	0.692302	33.3393	9.18081
5574	1	-1463.52	1166.83	85889.1	0.0165681	0.00380402	0.142468	0.0205861	0.143479	6.80431	12.931
5575	2	2817.03	-2176.73	61670.9	-0.0041499	-0.00177094	0.0594836	0.00355866	0.0591457	4.33771	-156.89
5575	3	2825.15	-2163.53	61672.4	0.00352499	0.00908358	0.0760819	0.00588339	0.076194	7.29796	68.7907
5578	5	4.64535	-1139.52	42004.3	-0.457241	-0.411368	2.57116	6.98914	2.54015	13.4531	-138.023
5579	1	-199.365	-842.049	38242.5	0.0013812	-0.0599432	0.264701	0.0736615	0.271407	12.7631	-88.68
5579	13	-601.621	-19.0091	38565.3	-0.383664	0.209657	3.2057	10.4677	2.42948	7.76641	151.345
5584	6	520.892	1107.44	97185.3	0.597361	-0.485649	1.6756	3.40034	1.74137	24.6767	-39.1108
5585	5	-624.718	-911.012	78763.3	-0.114138	-1.10849	4.48805	21.3844	4.51987	13.9441	-95.8789
5586	6	234.071	-2157.23	29521.4	0.165575	-0.129034	1.09489	1.24284	1.01417	10.8533	-37.9295
5587	6	1026.72	673.878	22933.9	0.0694653	-0.214064	0.662352	0.489359	0.601818	18.7666	-72.0214
5587	5	1022.33	266.615	23347.5	0.132597	-0.488868	1.19878	1.69365	1.20003	22.9059	-74.8246
5589	5	-1508.99	422.257	46088.6	0.0133049	-0.101345	0.53304	0.29458	0.447282	10.8552	-82.5208
5589	1	-316.633	133.765	46613.3	0.0215349	-0.0156745	0.104252	0.011578	0.107601	14.3319	-36.0496
5589	1	-316.674	133.924	46613.2	0.0100333	-0.00720292	0.0486398	0.00251838	0.0501834	14.2479	-35.6747
5589	3	-316.736	134.001	46613.2	0.0151644	-0.00965331	0.0524502	0.00307416	0.0549365	18.9182	-32.4799
5589	3	-316.742	134.039	46613.1	0.204497	-0.141771	1.00362	1.06918	1.0335	13.9248	-34.7323
5589	6	227.242	1689.3	46513.9	0.360171	-0.0374394	1.50008	2.38137	1.44112	13.5713	-5.93452
5597	6	1128.2	-41.0378	39072.9	-0.1576	0.253284	1.67992	2.91113	1.60381	10.0694	121.891
5597	13	-1069.72	2991.06	48602.1	-0.431798	0.573061	1.53061	2.85761	0.994443	25.1166	126.998
5598	5	-898.539	1888.21	66753.1	-0.552729	-0.538516	2.51167	6.904	2.52401	17.0792	-135.746
5602	5	513.067	774.081	47970.1	0.0392965	-0.0240569	0.741742	0.552304	0.644986	3.55453	-31.4745
5602	5	-16.3826	-949.249	48408.8	0.0607761	-0.187229	0.974376	0.988157	0.894002	11.4213	-72.0162
5607	1	-368.101	426.403	54869.7	-0.00962326	-0.0111255	0.0610976	0.00394931	0.0628435	13.537	-130.859
5607	2	-343.396	413.078	54866.4	-0.0524348	-0.0613806	0.290861	0.0911169	0.301345	15.5119	-130.506
5607	5	457.525	-294.455	55531.8	0.0382917	-0.286166	0.586937	0.427853	0.556925	26.1928	-82.3786
5609	5	-963.027	-698.386	36991.1	0.203472	0.0862053	1.08666	1.22965	1.00826	11.4948	22.9609
5613	5	141.351	298.014	62739.4	0.0266221	-0.591002	1.67645	3.16048	1.67525	19.4374	-87.4208
5613	6	832.874	-157.023	63258	0.62482	-2.70709	8.31842	76.9149	8.66509	18.4688	-77.0033
5615	6	-79.8998	1384.11	68476.4	0.354599	-0.121022	1.26611	1.74341	1.21895	16.4852	-18.8444
5619	1	1937.17	-1350.52	97896.8	-0.0296195	0.00350425	0.0709986	0.0059304	0.0770091	22.787	173.253
5624	6	-2565.17	979.079	57479.2	-0.0581391	-0.0965481	0.38739	0.162773	0.311399	16.2211	-121.055
5628	6	610.589	1040.89	102837	0.369553	0.118921	0.676886	0.608886	0.681774	29.8357	17.838
5631	5	72.8997	-2081.79	53504.5	0.0286243	-0.0119579	0.251232	0.0640797	0.168647	7.03916	-22.6729
5635	6	767.487	748.545	36644	0.244693	0.469641	1.45274	2.39089	1.4442	20.0282	62.4796
5638	14	1483.03	-776.684	58060	-0.0925559	-0.170688	1.13982	1.3369	0.550771	9.66747	-118.469
5641	6	-519.253	-4873.32	74548	2.54852	-0.62542	7.94291	69.976	8.26017	18.2822	-13.7882
5641	6	-389.362	-114.006	75123.4	2.38341	1.04793	7.52158	63.353	7.8545	19.0934	23.734
5646	6	1407.31	702.882	67121.8	-0.125714	0.455193	2.26486	5.35262	2.21033	11.7777	105.439
5648	5	-792.069	-307.398	44995.6	0.257179	0.215894	1.11302	1.35157	1.0617	16.7879	40.0125
5652	5	964.471	-143.837	14854.8	-0.156217	0.294998	2.05159	4.32047	1.9756	9.24141	117.904
5652	1	-561.546	337.052	16557.7	-0.026545	0.0157844	0.0489698	0.00335183	0.057895	32.2381	149.263
5652	1	-588.938	324.49	16589.5	-0.240072	0.128021	0.416535	0.247525	0.497519	33.1519	151.931
5654	6	-4555.6	1755.72	62223.2	-0.3688	0.170385	0.497483	0.412534	0.545262	39.2359	155.203
5654	6	-1339.03	-26.6284	55921.8	-1.46147	-0.059538	2.94529	10.8142	3.18453	26.4098	-177.667
5654	5	883.11	126.651	52907.6	-2.44531	0.0157827	6.6093	49.6626	6.9423	20.3039	179.63
5654	6	92.6416	100.066	53877.4	-2.39173	0.0925062	5.75091	38.8019	6.12436	22.597	177.785
5654	5	-4210.32	-2122.6	61517.8	-0.444168	-0.208394	0.641418	0.652131	0.708771	37.4126	-154.865
5654	6	-88.9472	353.613	54130.3	-1.53364	0.0996087	3.49585	14.5829	3.71456	23.7316	176.284
5655	5	-254.028	-1028.92	52215.9	-0.0765332	-0.20246	0.492052	0.288963	0.44218	23.7436	-110.707
5661	5	2689.76	-161.469	55010.2	0.356267	0.294758	1.01465	1.24332	1.01438	24.4996	39.6027
5662	5	-504.279	-499.481	47758	0.873101	0.375921	5.75755	34.0531	5.7308	9.37514	23.2947
5666	1	-451.196	-513.962	39325.4	-0.0164855	0.00550461	0.0743374	0.00582812	0.0763421	13.1595	161.536
5676	6	2541.34	-1359.11	38980	0.142594	-0.0570028	0.193156	0.0608916	0.162773	38.486	-21.7893
5678	1	416.422	570.369	26635	-0.0180165	0.0255025	0.128714	0.0175424	0.132448	13.6358	125.24
5681	5	117.471	-109.028	35354.8	-0.232893	-0.262625	1.03232	1.1889	0.989814	18.7793	-131.566
5681	6	244.856	-92.0285	35220.8	-0.839489	-0.799308	4.61539	22.6455	4.65424	14.0982	-136.405
5681	1	199.346	124.261	35140	-0.015139	-0.01014	0.079978	0.0067285	0.0820274	12.8344	-146.186
5681	3	181.823	153.51	35140.7	-0.00914885	-0.00550616	0.049965	0.00261052	0.0505848	12.0632	-148.959
5681	5	431.141	-1182.02	36776	-0.0239002	-0.094256	0.16011	0.0350906	0.10941	31.2714	-104.228
5681	5	-98.3373	-64.9306	35475.4	-0.35759	-0.24174	1.25865	1.77052	1.22914	18.9286	-145.94
5681	6	60.5735	-74.6771	35330	-2.00653	-1.53019	8.62608	80.7769	8.88256	16.306	-142.671
5681	1	-149.494	27.9314	35450.9	-0.017312	-0.00832846	0.0588946	0.00383765	0.0619487	18.0661	-154.309
5681	1	-138.2	8.91345	35450.4	-0.0265734	-0.0165653	0.104331	0.0118655	0.108929	16.7066	-148.062
5681	1	-137.795	12.4466	35448.3	-0.0148358	-0.00899105	0.0592937	0.00381669	0.0617794	16.308	-148.783
5681	1	-151.55	39.4769	35450.2	-0.0137408	-0.00400433	0.049215	0.00262696	0.0512539	16.2151	-163.753
5681	1	-161.792	14.1226	35468.9	-0.118768	-0.0571486	0.389755	0.169281	0.411438	18.6838	-154.304
5681	1	-141.344	30.8834	35442.1	-0.0158231	-0.00758976	0.0550518	0.00333868	0.0577813	17.681	-154.375
5681	1	-160.205	18.7709	35466.8	-0.0174164	-0.0071479	0.0486248	0.00271879	0.0521421	21.165	-157.686
5681	1	-153.554	14.3571	35462.2	-0.0262229	-0.0164617	0.087643	0.00863993	0.0929512	19.4568	-147.881
5681	1	-66.4363	-147.971	35482.1	-0.0525189	-0.0395064	0.195795	0.0426547	0.20653	18.5544	-143.048
5681	1	-107.742	-99.3836	35485.9	-0.0139446	-0.00948771	0.0485861	0.00264508	0.0514303	19.1439	-145.769
5681	1	19.2972	119.121	35298.5	-0.010234	-0.00255293	0.0510735	0.00271976	0.0521513	11.6686	-165.993
5681	1	-73.7364	-2.18264	35404.7	-0.0557523	-0.028242	0.209768	0.0479086	0.21888	16.5907	-153.135
5681	1	-188.058	-63.7423	35543.6	-0.0161134	-0.00866569	0.0496721	0.00280205	0.0529344	20.2203	-151.729
5681	13	-148.062	71.8153	35908.8	-0.759496	-0.279818	2.55761	7.19648	1.90284	17.561	-159.775
5681	6	196.067	-203.368	35347.5	-0.612544	-0.938097	3.20793	11.5461	3.29394	19.2518	-123.143
5681	6	219.06	-245.435	35390.2	-0.151739	-0.439225	1.06923	1.35919	1.06496	23.4903	-109.058
5681	2	256.227	-52.6292	35281.4	-0.0107437	0.00187583	0.0777393	0.00616235	0.0779913	7.98605	170.096
5681	1	263.984	-46.1507	35282.2	-0.00040863	0.0170921	0.123721	0.0155992	0.124897	7.86788	91.3695
5681	1	263.311	-48.119	35281.4	-0.000895855	0.0121517	0.10054	0.0102568	0.101276	6.91014	94.2164
5681	3	263.716	-46.8321	35281.9	0.00114921	0.0331361	0.258016	0.0676713	0.259627	7.32262	88.0137
5681	1	655.621	-58.763	35846.1	0.0963991	0.00847293	0.0885598	0.0172074	0.131177	47.5368	5.02306
5681	2	379.673	-115.311	35332.7	0.0474327	-0.00850543	0.157825	0.0272308	0.164507	16.9792	-10.166
5681	3	379.619	-115.831	35332.8	0.0890964	-0.0149853	0.280196	0.0866727	0.293892	17.8716	-9.54736
5681	5	40.6235	-367.277	35887.5	-0.201463	-0.260433	0.205612	0.150689	0.296651	58.0167	-127.724
5681	13	188.273	-169.392	35374.8	-0.445702	-0.520595	2.95805	9.21971	2.23888	13.0442	-130.568
5681	13	234.628	-104.648	35436.2	-0.155625	-0.0572716	1.7586	3.12018	1.06117	5.38683	-159.796
5681	1	236.864	-202.011	35330.2	-0.0336741	-0.124894	0.409473	0.1844	0.429419	17.5315	-105.089
5681	2	359.002	1739.75	34748.8	-0.0187538	-8.76104e-05	0.212667	0.0455791	0.212982	5.03958	-179.732
5681	3	360.479	1739.11	34748.4	-0.00700249	-0.000844545	0.201423	0.0406211	0.201036	2.0055	-173.123
5682	1	-2717.86	-3328.56	21103.2	-0.00999071	-0.0436039	0.0449364	0.0040204	0.0634066	44.8706	-102.905
5691	5	621.593	1830.04	58387.4	-0.135242	-0.0462625	0.707494	0.520979	0.623823	11.4218	-161.116
5691	2	1809.85	-2386	62197.7	-0.0287502	-0.0928252	0.134209	0.0274553	0.165186	35.9067	-107.209
5692	5	-6289.21	811.026	84013.4	-0.118946	-0.170195	0.745693	0.599172	0.675582	15.56	-124.949
5695	6	-969.572	2615.59	73980.5	-0.0546482	-0.0632447	0.326621	0.113668	0.247657	14.3543	-130.829
5699	3	808.768	-340.245	68334.7	-0.0206165	0.00927224	0.120109	0.0149373	0.121708	10.6589	155.784
5703	5	-1509.41	-646.825	120835	-0.553181	0.164229	1.88638	3.8914	1.86983	17.0089	163.465
5703	2	218.497	-2618.99	118438	-0.0263196	0.00319491	0.0814161	0.00733151	0.0851147	18.0376	173.079
5703	1	264.415	-2614.31	118402	-0.0311051	0.0119042	0.181661	0.0341099	0.184689	10.3891	159.058
5703	1	250.879	-2619.19	118409	-0.0475497	0.0128282	0.213134	0.0478518	0.218751	13.0112	164.902
5703	5	1265.65	-2093.95	117740	-0.9355	0.170352	3.86716	15.8591	3.8781	13.8142	169.68
5703	6	-1935.38	671.591	121997	-0.451848	0.397265	1.53	2.70288	1.54178	21.4666	138.678
5704	5	-495.334	-940.489	38819.5	0.0430147	0.123266	0.517306	0.28465	0.438229	14.1643	70.7631
5707	6	-555.698	-165.339	56698	0.431687	-0.264184	3.03628	9.47516	2.97433	9.46347	-31.4658
5708	5	24.1363	-547.613	92988.7	0.539466	0.439505	1.74283	3.52165	1.77392	21.7647	39.1698
5710	5	-135.49	-2018.6	124858	-0.563919	0.33969	4.27069	18.6722	4.21676	8.76318	148.936
5712	6	-1165.95	464.104	54369.6	-0.246138	0.100701	1.01588	1.10275	0.949761	14.6699	157.749
5720	6	-1245.76	-404.12	30239.1	-0.0423215	-0.256658	1.28926	1.72985	1.21382	11.407	-99.3635
5721	5	-270.751	-797.088	79551	-0.19311	0.155839	1.81891	3.37001	1.73314	7.7687	141.096
5723	1	2457.58	-686.308	49725.6	0.334696	0.0816569	0.181856	0.151761	0.389565	62.1721	13.7108
5723	1	1202.63	-1270.04	47360.3	-0.00510564	-0.0758208	0.177361	0.0372318	0.192956	23.1933	-93.8524
5723	2	1212.96	-1268.6	47358.6	-3.77319e-05	-0.0547803	0.121385	0.0177353	0.132664	24.2893	-90.0395
5723	14	1144.98	-722.894	47644.3	-0.191462	0.645956	1.6461	3.16358	1.07268	22.2588	106.51
5723	13	701.73	-3665.44	58431.3	0.0849145	-0.385242	0.740138	0.703426	0.319882	28.0573	-77.5697
5729	1	-410.702	1475.95	69128.8	0.022193	0.0177728	0.0706125	0.00579453	0.0761218	21.9324	38.6889
5732	5	-643.272	162.903	40122.9	0.669501	-0.0125091	2.53941	6.89698	2.52268	14.7721	-1.0704
