N. Shower	Energy (GeV)	Zfirst (km)	Theta (°)	Phi (°)	N. Particles
5677	1169.08	21.0361	9.20157	-45.624	59
5678	1332.52	16.8085	21.3042	149.015	193
5679	1044.54	34.3802	14.9302	152.08	20
5680	1225.78	20.5576	16.0068	-48.0827	69
5681	1347.87	16.4451	25.0107	-105.779	74
5682	1011.68	23.8204	17.5005	-97.5421	81
5683	1008.11	19.659	22.7194	-56.1244	34
5684	1277.71	19.7978	19.1589	153.384	28
5685	1335.14	19.1633	14.8412	76.6539	25
5686	1102.81	20.3302	25.7038	55.8097	32
5687	1107.74	19.7206	16.8857	-2.9894	40
5688	1063.73	23.7229	25.5605	-14.4969	52
5689	1336.95	22.5523	25.7145	133.534	29
5690	1289.75	31.7616	25.7548	-82.8223	18
5691	1348.42	21.385	10.3275	132.449	60
5692	1035.01	17.6263	23.6884	156.46	49
5693	1072.74	15.5516	25.4781	81.8863	45
5694	1232.58	8.99329	15.0809	51.955	325
5695	1157.02	30.4016	6.54351	76.8645	72
5696	1032.02	20.5477	16.8067	166.774	169
5697	1201.71	23.7167	24.446	18.3926	115
5698	1225.07	12.3009	22.5477	-55.9262	44
5699	1459.91	36.7187	17.6521	4.99051	219
5700	1015.55	21.6455	11.6475	-140.299	40
5701	1040.32	28.0519	12.0491	-160.915	35
5702	1034.32	21.2949	8.48102	129.208	22
5703	1173.09	23.9817	24.7225	-12.6182	21
5704	1009.56	19.7032	21.2401	-83.5931	80
5705	1103.59	22.1216	11.8114	-170.639	53
5706	1374.17	21.1253	7.53683	82.7902	44
5707	1395.47	25.618	21.501	49.4038	38
5708	1085.44	22.9013	25.2991	-144.669	68
5709	1296.28	23.4355	16.1595	127.813	28
5710	1056.77	15.1004	21.2379	-122.963	87
5711	1229.63	23.4	19.6002	113.4	47
5712	1417.24	20.8749	10.9202	-13.7677	40
5713	1062.39	19.246	18.989	120.247	28
5714	1295.49	20.177	12.5406	168.687	45
5715	1214.83	20.71	17.8966	-125.803	49
5716	1333.42	36.5354	24.8377	-97.8288	14
5717	1153.82	24.4348	22.6811	-53.7748	161
5718	1062.5	20.6371	13.5617	-91.6476	72
5719	1394.99	17.0095	12.0175	-118.702	39
5720	1003.04	30.4299	5.27167	-4.90382	32
5721	1491.39	15.0414	14.4894	-80.8728	170
5722	1481.49	21.265	19.4338	-37.4751	91
5723	1194.48	25.7201	15.0887	161.499	25
5724	1092.87	17.4191	17.9325	-67.7532	26
5725	1033.47	22.3139	18.1839	-150.262	29
5726	1231.48	27.2519	21.7067	-158.24	52
5727	1436.51	14.8819	16.7145	-59.5123	85
5728	1092.09	21.0581	19.007	142.758	40
5729	1177.06	29.694	19.0447	112.84	19
5730	1107.84	13.5703	11.5723	176.884	183
5731	1195.82	37.5454	16.1387	141.544	153
5732	1420.5	21.2293	11.9963	13.0993	40
5733	1191.62	10.9211	23.065	-107.348	116
5734	1254.94	15.8815	17.7598	175.9	47
5735	1166.75	14.7291	6.56998	86.1954	57
5736	1015.98	23.1385	11.9712	-175.803	48
5737	1145.52	44.1654	14.8046	-88.907	65
5738	1111	19.9093	18.4744	-48.4839	35
5739	1461.18	11.087	15.4855	-139.141	204
5740	1259.56	21.8077	9.07963	64.6048	27
5741	1017.08	9.90234	25.1478	115.778	67
5742	1121.25	16.4153	16.7434	-1.34279	31
5743	1422.77	28.655	22.5781	2.43807	21
5744	1041.22	16.093	19.8237	122.134	51
5745	1230.81	16.6073	14.9552	-33.7035	230
5746	1006.19	25.4638	17.932	79.168	44
5747	1242.36	29.8898	10.9096	-63.679	30
5748	1359.91	17.0755	17.934	30.6616	55
5749	1204.2	34.7243	14.3288	100.534	15
5750	1392.31	25.9564	3.69016	-56.3745	59
5751	1084.58	28.3216	13.0188	-173.751	51
5752	1112.25	13.9353	20.8378	56.0972	43
5753	1467.81	21.3824	21.74	-123.383	102
5754	1295.07	17.9229	6.53667	4.79713	57
5755	1253.19	34.6979	18.0305	84.1393	18
5756	1071.51	34.601	18.2525	87.9235	38
5757	1303.27	27.3217	25.2388	51.7102	27
5758	1494.66	18.2229	5.1749	102.81	136
5759	1374.65	19.5527	18.3552	102.604	73
5760	1118.31	16.4113	25.4653	-67.7112	72
5761	1180.14	16.3813	5.50361	11.2905	47
5762	1025.63	18.818	15.8165	75.3579	36
5763	1099.27	16.8909	17.0692	-4.424	664
5764	1033.57	23.0055	20.1963	-67.5688	29
5765	1079.95	11.5968	6.57435	175.632	71
5766	1049.85	14.3605	10.9966	-169.098	82
5767	1318.33	19.1685	13.082	84.6716	82
5768	1017.88	16.6912	24.8606	-140.633	54
5769	1035.8	33.2573	22.4026	-177.227	20
5770	1443.43	18.8484	15.1008	-43.4266	69
5771	1134.45	18.2679	23.6118	1.36883	43
5772	1482.01	24.4054	24.3505	75.3509	33
5773	1282.1	14.5138	9.06346	72.2945	63
5774	1069.21	9.71869	22.4245	-101.523	299
5775	1347.83	15.3219	20.3153	-105.391	85
5776	1263.01	20.6551	18.7712	-167.463	24
5777	1052.59	15.0027	17.524	168.144	227
5778	1160.81	13.1448	5.49532	-2.3158	296
5779	1242.15	20.0982	24.6537	89.888	102
5780	1309.54	18.932	21.2237	-93.6197	57
5781	1036.61	22.6252	12.9928	-37.8213	28
5782	1190.82	24.6071	9.63595	-71.668	372
5783	1253.21	21.3801	18.6937	40.4209	162
5784	1084.5	13.1786	10.6918	16.2456	111
5785	1076.73	30.1796	24.6926	-30.847	22
5786	1415.48	14.8332	21.0604	48.4378	99
5787	1267.84	21.3267	16.8725	-86.1717	47
5788	1044.18	24.346	19.4113	-102.439	39
5789	1241.99	15.8334	18.1643	164.111	42
5790	1058.62	14.5046	11.3527	-110.044	78
5791	1047.43	17.2335	24.1943	-5.25153	33
5792	1122.46	13.7659	24.315	-89.6545	31
5793	1096.12	20.844	16.5831	-56.6074	70
5794	1141.73	10.299	22.727	-143.411	134
5795	1495.93	18.2894	25.2158	23.1802	58
5796	1345.3	22.9019	14.1214	158.302	85
5797	1440.07	23.4942	25.2924	136.933	29
5798	1247.14	32.8311	20.8041	159.076	36
5799	1087.39	26.9869	21.2991	-30.1159	83
5800	1294.17	20.9537	24.2459	-76.2099	34
5801	1332.1	18.947	25.1202	109.042	50
5802	1167.73	14.1918	7.21382	19.0192	60
5803	1220.1	18.3517	18.5158	-156.207	29
5804	1034.9	18.0947	4.81675	163.963	30
5805	1461.63	22.4435	14.182	-49.526	52
5806	1039.72	14.8258	16.1829	-152.456	42
5807	1156.98	23.274	18.1514	0.530434	326
5808	1295.33	22.7452	22.8268	0.510643	231
5809	1046.54	22.3491	8.8886	178.084	31
5810	1339.16	22.5528	24.7904	123.349	28
5811	1207.56	17.8874	4.16397	18.7545	55
5812	1078.19	30.7275	5.39339	-82.7742	35
5813	1167.29	12.4544	11.7687	-132.531	92
5814	1481.21	31.7515	6.39423	164.627	42
5815	1310.31	16.2814	4.5385	179.486	147
5816	1446.07	10.6241	18.9154	-136.731	136
5817	1026.97	15.3333	24.6832	-153.996	44
5818	1121.04	20.0842	21.4779	163.591	36
5819	1002.77	19.6167	25.6172	-47.7417	31
5820	1022.3	49.5532	17.1334	17.6753	48
5821	1393.02	17.4199	22.1442	-104.171	40
5822	1391.88	17.5842	14.3277	-107.442	191
5823	1064.35	15.3045	16.9548	67.9474	36
5824	1258.02	35.2927	10.4796	-33.8308	21
5825	1326.82	19.0296	21.8463	-164.662	126
5826	1238.92	21.2888	14.8632	-139.566	63
5827	1025.68	21.7084	11.8743	-95.0727	57
5828	1239.73	25.9563	20.6946	152.267	61
5829	1176.61	19.4764	24.5779	-21.9216	68
5830	1008.45	33.3152	15.1994	-126.77	22
5831	1176.59	28.434	18.0936	-130.244	18
5832	1193.24	17.4461	21.4966	131.741	25
5833	1322.52	22.8935	25.6987	176.217	25
5834	1109.94	15.6498	11.2464	49.4246	192
5835	1099.44	20.5134	18.6201	11.2099	14
5836	1491.35	7.42975	23.2793	-71.5265	460
5837	1342.57	14.6744	6.89233	-77.9053	78
5838	1027.62	8.41593	14.567	174.353	493
5839	1247	28.0644	12.6487	27.9917	48
5840	1206.93	16.2805	7.9661	153.077	51
5841	1290.39	36.5514	17.5602	-99.5493	27
5842	1231.66	15.457	6.96212	-104.961	158
5843	1197.42	18.3353	19.5852	105.972	29
5844	1062.2	18.7273	12.5004	35.1521	37
5845	1154	24.0732	12.3375	177.531	28
5846	1304.3	17.652	24.9799	5.28234	27
5847	1010.15	20.8137	22.4201	36.1894	63
5848	1129.25	20.5298	16.5075	92.2607	40
5849	1003.93	19.8735	16.296	-70.5273	27
5850	1068.29	25.9645	15.5338	82.1138	36
5851	1360.4	15.7339	22.2726	127.442	52
5852	1186.03	17.028	14.149	18.3166	153
5853	1215.27	18.802	21.4625	-61.6212	73
5854	1148.11	27.5657	19.8992	120.395	22
5855	1346.23	43.1958	18.7445	63.8062	87
5856	1211.9	9.68313	17.1997	-111.855	130
5857	1021.15	35.3964	12.0981	-174.834	20
5858	1273.72	26.2588	19.4597	-64.1056	54
5859	1216.97	18.81	22.7939	-6.60843	35
5860	1041.83	12.4396	23.1726	-37.3568	42
5861	1018.54	21.497	17.5273	-57.7883	22
5862	1288.72	25.8371	13.3026	-72.054	36
5863	1364.8	21.3349	2.74363	92.5918	79
5864	1107.63	17.6501	23.0584	7.45794	39
5865	1118.17	30.2681	14.3825	87.4762	13
5866	1296.81	27.8197	2.18945	-167.762	29
5867	1064.35	15.6833	18.7265	-160.603	52
5868	1375.27	35.0976	13.5035	169.225	47
5869	1018.78	15.5485	18.2624	121.029	68
5870	1246.65	18.3688	3.97609	-109.502	100
5871	1214.81	22.299	4.29661	-139.357	52
5872	1179.41	16.3619	12.0142	-179.856	372
5873	1194.78	25.9475	8.46029	27.5051	39
5874	1106.34	26.2214	5.53689	-96.1979	130
5875	1206.4	13.7234	18.6422	-99.3799	67
5876	1496.42	22.6376	12.7368	-117.794	48
5877	1028.1	24.5618	23.0317	-66.2106	22
5878	1389.37	11.0344	25.1721	71.3875	137
5879	1475.01	14.6158	7.93578	137.947	518
5880	1011.05	23.5012	25.0798	-151.33	29
5881	1054.62	21.1811	10.9214	-37.9265	28
5882	1155.51	23.9134	15.6514	136.663	41
5883	1005.39	15.4839	17.3117	-132.859	90
5884	1101.89	18.1014	9.70769	-88.7347	62
5885	1066.32	19.3277	20.9549	-137.715	56
5886	1434.92	10.0788	23.5381	109.45	170
5887	1228.3	30.0276	12.376	48.6542	26
5888	1091.02	21.9347	25.033	17.303	37
5889	1166.6	17.5107	23.9664	-83.8136	41
5890	1450.59	23.3407	21.9766	-37.4194	32
5891	1436.12	11.8743	19.4389	-23.8428	100
5892	1223.96	17.7113	12.9773	-118.467	97
5893	1019.87	37.7212	21.628	-94.945	16
5894	1435.86	12.7855	21.2458	-46.298	108
5895	1252.3	20.4856	24.6128	-113.968	44
5896	1007.37	47.4802	12.0359	137.964	10
5897	1262.28	38.3557	14.1715	64.9631	71
5898	1120.49	14.8218	6.425	-44.8994	208
5899	1034.77	24.4082	4.16797	100.713	21
5900	1024.85	7.83267	12.8048	166.832	527
5901	1327.97	17.8968	11.2828	-140.682	59
5902	1189.86	10.7951	17.9547	14.3386	152
5903	1353.28	39.9651	23.1222	152.569	81
5904	1264.06	19.359	12.3339	179.764	81
5905	1247.47	15.9414	7.62269	-16.5787	27
5906	1473.21	12.3662	2.44286	-111.708	342
5907	1017.04	18.0408	22.473	-65.6683	59
5908	1223.39	20.9101	25.024	-118.269	52
5909	1099.07	6.57576	11.3192	-70.6642	502
5910	1327.05	25.6051	16.7823	-112.992	30
5911	1362.91	16.7576	15.0597	53.8003	43
5912	1449.32	15.2906	8.31997	-166.799	69
5913	1461.14	23.5247	21.0858	-117.216	65
5914	1037.2	21.7319	24.7299	-7.1003	59
5915	1113.75	17.5933	24.4893	113.067	46
5916	1389.1	28.7279	22.7624	-34.9092	43
5917	1432.67	20.8368	24.7123	2.7569	41
5918	1293.16	23.8955	11.5792	167.241	319
5919	1184.56	14.2527	22.3949	-84.1728	45
5920	1238.75	18.3252	13.0044	-63.9989	79
5921	1396.02	23.6224	23.8999	179.787	75
5922	1363.81	17.5696	21.0137	-147.469	127
5923	1316.2	32.836	14.4764	-151.035	25
5924	1004.5	14.6166	4.59126	-69.7532	69
5925	1320.17	18.7592	20.4861	-144.758	76
5926	1135.92	25.4594	23.4895	-176.598	37
5927	1418.06	18.4842	23.7784	-105.166	153
5928	1094.13	14.7648	25.5813	-98.9186	52
5929	1323.43	15.8844	7.61949	41.9702	374
5930	1241.02	20.918	7.46007	-55.7541	81
5931	1191.53	16.0004	24.5885	154.118	26
5932	1072.73	17.7812	24.5592	-129.469	76
5933	1060.14	18.2224	15.8141	19.2495	41
5934	1437.69	13.0651	19.1749	110.927	63
5935	1153.37	14.3555	21.0874	89.9034	86
5936	1350.14	14.8615	5.61614	-80.2069	52
5937	1389.4	21.4673	23.2315	31.8936	41
5938	1425.98	14.1492	6.31755	118.455	65
5939	1371.16	17.1193	25.2278	-153.749	71
5940	1344.58	23.0245	1.61963	63.2726	107
5941	1450.97	61.4653	11.9275	132.456	25
5942	1168.46	18.0102	18.073	58.9617	49
5943	1031.42	21.0282	1.85118	-70.8545	202
5944	1449.95	15.893	20.0805	116.299	73
5945	1055.31	19.3261	22.4644	55.7719	29
5946	1164.06	24.9346	8.72323	-28.8444	7
5947	1072.19	14.8079	6.28025	113.081	120
5948	1151.76	17.0565	23.1468	45.6463	111
5949	1467.99	15.1371	24.8813	-83.7136	71
5950	1015.39	6.16867	16.7822	148.095	237
5951	1169.03	13.4566	21.6101	28.6395	143
5952	1021.81	12.9275	23.126	-149.256	48
5953	1447.42	24.2786	20.8003	133.853	56
5954	1158.54	17.5672	17.3639	-169.49	24
5955	1266.12	18.6534	23.8739	42.2522	45
5956	1461.45	29.39	12.3485	135.643	48
5957	1368.2	9.71884	8.0974	155.814	351
5958	1037.97	37.5121	21.7103	-50.4471	53
5959	1148	20.3945	14.622	-35.7896	41
5960	1478	11.4618	20.853	129.19	75
5961	1120.31	24.6575	17.7431	-131.777	25
5962	1202.58	22.4169	14.5203	-72.128	60
5963	1221.16	11.892	16.395	146.569	68
5964	1434.58	10.9169	24.4721	69.109	60
5965	1052.26	29.987	21.1041	85.9603	317
5966	1025.17	27.9514	25.5804	23.3625	15
5967	1296.68	24.0534	19.7909	-94.8329	23
5968	1474.24	19.3801	17.7529	-50.913	43
5969	1023.5	34.3498	24.7478	161.226	23
5970	1225.17	18.5072	25.527	-79.1892	67
5971	1019.61	8.99452	8.36785	-99.4743	487
5972	1227.37	52.9485	25.2671	-29.6666	79
5973	1138.11	23.8282	25.0149	-80.168	32
5974	1497.21	30.0321	5.09875	-77.6012	51
5975	1300.69	17.7491	5.28182	165.33	200
5976	1225.63	32.8169	3.41793	47.2989	30
5977	1302.11	6.69526	22.9894	-46.9314	735
5978	1311.8	17.1933	21.6886	116.947	55
5979	1053.09	14.7788	21.3616	-109.103	67
5980	1064.8	15.0752	13.4973	-94.6087	50
5981	1170.38	18.7855	23.969	-85.2907	318
5982	1146.17	9.77863	24.9069	-20.4389	63
5983	1031.31	15.2537	6.75997	-100.569	56
5984	1144.68	23.8729	7.5024	-103.372	59
5985	1171.79	23.6142	22.8185	-95.8113	31
5986	1014.3	20.0465	17.891	155.464	24
5987	1499.41	10.8622	9.99915	-94.4033	950
5988	1308.5	14.7147	17.7092	11.8032	144
5989	1109.06	15.1802	12.4923	115.882	35
5990	1280.52	18.7564	19.2489	-36.7288	36
5991	1092.32	21.2928	20.582	91.1146	25
5992	1030.58	9.86874	15.2392	-104.566	274
5993	1069.98	19.1422	25.7421	155.674	34
5994	1059.71	33.204	17.9378	177.972	23
5995	1040.8	18.199	3.85286	-71.7173	30
5996	1273.2	19.7368	15.5092	27.2515	57
5997	1111.76	16.6613	22.9968	-29.8364	28
5998	1039.94	41.0204	18.1942	55.1193	15
5999	1034.51	23.6373	23.7239	-103.774	24
6000	1018.28	18.2744	14.923	-45.969	146
6001	1374.23	17.2137	14.4441	-131.156	135
6002	1105.73	16.3855	23.6318	-44.6055	39
6003	1265.18	36.9941	19.0074	77.803	120
6004	1065.79	33.8027	15.8977	108.634	32
6005	1081.77	50.0791	7.37256	10.8893	12
6006	1155.39	33.1104	22.509	-3.18016	97
6007	1029.32	19.6843	14.1883	-88.1459	41
6008	1214.28	13.4258	12.3327	-97.7935	73
6009	1198.48	22.3624	25.2911	20.2462	48
6010	1053.25	18.3744	21.4273	88.0104	40
6011	1324.58	15.4696	23.8942	-80.8629	109
6012	1430.21	12.2947	22.1259	-162.99	634
6013	1462.23	26.338	24.8558	57.1943	66
6014	1280.46	22.4187	24.6818	36.2612	32
6015	1062.18	25.6355	15.5678	81.7929	31
6016	1272.91	19.6384	17.5842	-85.2122	21
6017	1103.98	13.64	23.7897	-4.79285	158
6018	1236.32	20.5374	17.1805	129.567	72
6019	1301.22	16.0746	22.472	135.556	57
6020	1120.48	16.9063	17.6747	-137.595	32
6021	1137.79	27.4461	7.91521	162.796	12
6022	1032.89	30.1176	24.3355	-79.6369	36
6023	1198.74	11.7575	8.4542	70.2877	60
6024	1044.83	12.8339	23.9472	-140.393	259
6025	1073.91	19.9722	21.685	-38.1144	30
6026	1408.36	28.3817	24.2861	-76.0547	105
6027	1015.44	9.13801	7.97986	-77.8321	181
6028	1310.23	20.7872	10.6572	-3.47528	38
6029	1323.96	12.6203	7.64088	-119.351	106
6030	1304.56	28.1018	25.7439	-140.251	48
6031	1403.99	9.27007	24.6724	10.8218	308
6032	1001.78	11.3745	13.994	112.492	94
6033	1071.3	44.1893	12.8061	-166.227	46
6034	1012.91	23.5861	22.5572	85.5717	33
6035	1220.48	17.1233	16.6144	93.8108	49
6036	1271.49	21.5806	11.3932	-68.6487	32
6037	1137.16	16.6096	12.7185	-155.282	184
6038	1171.79	17.4976	3.26054	91.2162	90
6039	1319.28	40.881	22.3808	102.647	29
6040	1396.49	10.4434	2.65119	164.442	437
6041	1218.48	19.9996	22.4166	4.62915	39
6042	1081.53	17.0156	19.0321	-128.119	34
6043	1229.24	20.9207	21.014	101.303	22
6044	1149.62	10.9585	7.79221	179.283	212
6045	1161.43	18.7169	16.1637	80.2051	35
6046	1498.06	16.8685	1.70376	32.433	88
6047	1107.48	19.2882	3.13854	149.939	74
6048	1181.36	36.2439	12.3685	-112.282	41
6049	1129.88	36.894	21.617	-113.598	50
6050	1266.96	32.2525	25.5304	120.705	27
6051	1204.36	18.8171	23.2518	50.6847	65
6052	1354.1	11.6633	10.9703	-75.101	96
6053	1243.68	32.3156	21.1516	-61.5157	19
6054	1137.01	35.1553	20.5941	143.62	28
6055	1248.97	23.3117	21.9878	13.3926	28
6056	1131.97	19.9365	14.4379	93.5151	43
6057	1403.27	20.2794	17.2342	71.2914	25
6058	1388	46.0043	14.1802	-14.5649	15
6059	1149.22	19.0851	23.7	15.3237	70
6060	1002.48	24.6339	1.59989	-130.76	17
6061	1134.89	22.5883	20.6803	173.538	200
6062	1035.72	34.8543	18.2422	160.387	26
6063	1052.23	22.0482	25.4658	-40.1681	29
6064	1324.28	26.748	11.2034	152.312	44
6065	1086.91	36.3381	25.2003	-64.6875	23
6066	1476.96	20.6811	23.1443	-139.408	51
6067	1095.06	10.2648	18.2636	-141.226	651
6068	1241.45	41.3152	16.4266	-21.1669	70
6069	1079.36	47.9767	15.4093	9.97206	17
6070	1298.67	12.9766	24.6185	3.48738	575
6071	1219.82	20.7655	16.6748	87.6224	30
6072	1008.33	29.8468	21.5557	69.43	19
6073	1001.53	24.8434	20.2447	-159.26	27
6074	1007.67	24.6443	11.0837	-5.77935	26
6075	1156.42	17.4031	15.4568	37.2876	36
6076	1364.24	16.5262	21.1778	95.6628	43
6077	1430.94	15.4527	6.31308	-21.2358	54
6078	1014.66	34.6885	21.2814	-25.8608	16
6079	1064.89	13.7278	23.1587	5.31205	73
6080	1251.15	22.3202	17.3262	102.674	21
6081	1112.8	15.183	21.404	-44.1224	116
6082	1399.37	27.9612	22.17	-141.7	44
6083	1402.09	25.9992	21.713	17.3373	196
6084	1018.09	20.7658	16.0176	-156.83	50
6085	1097.41	27.9109	4.24974	116.355	53
6086	1254.51	20.4397	22.8147	147.102	68
6087	1262.64	33.4904	25.3989	99.6659	28
6088	1133.37	15.9618	11.102	165.683	46
6089	1077.57	25.8609	23.7327	19.4951	25
6090	1181.86	15.1177	18.9271	142.173	93
6091	1179.59	28.7986	25.1085	-30.2547	18
6092	1189.72	27.2465	25.4834	143.992	34
6093	1012.81	29.6358	24.9143	69.9023	17
6094	1214.37	24.1113	22.1309	-5.41418	30
6095	1327.35	12.8583	16.8286	87.94	81
6096	1116.37	56.9606	13.4731	-80.0148	53
6097	1413.93	15.458	11.2431	27.5016	192
6098	1038.68	25.889	23.2678	-88.7008	33
6099	1295.89	14.0366	14.5076	-103.647	60
6100	1269.46	24.1692	13.0674	-56.2555	39
6101	1266.85	12.4977	21.5058	-56.1813	132
6102	1027.08	30.4404	24.4992	35.3899	34
6103	1032.16	24.2607	17.7637	20.8945	33
6104	1132.56	14.7411	7.06807	-72.5055	151
6105	1483.62	16.4897	21.4998	62.8294	76
6106	1084.05	19.8324	20.2586	-108.756	43
6107	1299.39	14.1114	17.8368	117.65	101
6108	1396.27	23.0104	15.2678	38.2207	70
6109	1149.14	17.1281	16.2436	-161.375	77
6110	1296.7	16.5638	20.4828	2.60762	323
6111	1025.08	17.5876	19.6149	100.857	121
6112	1084.12	17.8672	15.7021	-65.4552	16
6113	1068.43	10.4818	9.76858	-1.50761	191
6114	1178.11	14.3621	22.4734	26.9157	43
6115	1025.6	16.4859	4.56431	151.06	97
6116	1198.03	19.1486	15.1604	-139.371	28
6117	1244.87	15.8963	22.3432	20.934	58
6118	1461.98	19.932	22.0802	32.7942	60
6119	1213.35	16.7687	20.5132	-55.0918	29
6120	1386.22	31.4907	13.1588	-62.9301	42
6121	1024.87	8.59955	18.3285	-130.896	406
6122	1142.76	17.7122	23.4515	-105.073	131
6123	1247.06	22.9764	19.6478	46.2895	35
6124	1210.2	14.8353	22.6677	9.166	163
6125	1344.96	19.5217	21.3732	81.5035	41
6126	1237.73	38.6728	21.3879	-160.755	58
6127	1403.99	49.3356	20.8755	84.0451	22
6128	1142.11	13.7751	24.0087	79.2423	55
6129	1436.53	26.1299	25.0366	-149.228	40
6130	1167.18	14.6057	23.841	-147.141	61
6131	1387.64	20.6891	18.5329	-33.7941	53
6132	1492.29	21.6886	10.8761	-158.877	36
6133	1296.55	12.1392	24.6747	-110.601	304
6134	1158.93	33.3259	7.03795	-85.4684	116
6135	1178.07	9.25402	20.5245	33.7574	333
6136	1076.05	20.2406	10.9738	18.5281	59
6137	1348.97	24.3403	7.88361	133.109	57
6138	1252.37	13.3923	10.4228	-93.82	112
6139	1034.78	44.7424	13.4964	-62.6849	263
6140	1458.52	17.8453	23.4919	93.6984	61
6141	1028.99	24.2831	18.611	-78.3531	61
6142	1359.73	13.0596	23.1448	56.0681	126
6143	1243.37	20.3562	25.263	121.28	39
6144	1003.99	29.5727	23.8366	-167.057	22
6145	1035.81	27.3849	12.2171	3.94071	26
6146	1067.9	21.3486	8.17533	76.755	31
6147	1003.67	16.7776	18.5935	84.1521	37
6148	1487.64	15.0027	19.4469	-67.2221	166
6149	1112.68	22.1201	8.71055	-40.4419	31
6150	1236.05	26.9144	21.9775	117.738	99
6151	1191.07	14.2017	10.5508	148.54	107
6152	1054.26	17.6166	21.7294	-5.80896	23
6153	1402.91	35.9503	22.1119	84.6551	40
6154	1020.26	16.972	23.7983	-76.1296	86
6155	1325.51	52.2248	25.3025	148.025	37
6156	1320.95	17.6733	3.46625	-158.85	168
6157	1055.22	22.7382	17.3746	16.8182	20
6158	1419.35	18.2508	24.9879	-163.439	28
6159	1138.04	15.7475	20.8538	-88.9151	55
6160	1209.42	22.2408	11.3544	-150.632	126
6161	1223.17	18.0773	21.0881	116.635	43
6162	1382.82	20.1243	21.2235	-23.6745	40
6163	1203.38	35.4799	14.9595	-107.94	22
6164	1464.4	32.911	16.295	-163.579	224
6165	1032.07	11.9436	4.94652	119.061	376
6166	1021.26	37.0489	9.42123	-35.4274	15
6167	1198.19	15.6063	24.0478	-179.313	46
6168	1208.51	31.0648	21.6473	-44.1001	44
6169	1028.15	19.5679	12.9973	73.078	31
6170	1058.11	17.8754	13.9402	-28.9232	48
6171	1015.12	22.8177	14.005	143.769	111
6172	1132.7	21.8189	10.8643	148.623	18
6173	1194.05	21.3528	10.9687	89.7174	36
6174	1289.11	30.0794	23.2138	-149.717	25
6175	1222.96	20.5683	25.2721	33.1428	22
6176	1059.4	18.5487	17.8194	-109.361	34
6177	1046.8	17.1331	20.8019	-10.4154	25
6178	1144.94	27.6381	4.22719	-79.315	77
6179	1466.83	25.1204	17.4641	168.83	54
6180	1218.71	21.6342	13.2016	52.1957	59
6181	1067.47	12.2269	23.4856	161.921	66
6182	1304.8	17.658	25.4572	-16.9302	26
6183	1044.66	37.4494	17.833	-13.6081	20
6184	1086.29	11.788	12.4286	148.974	132
6185	1444.82	7.18281	25.7186	30.0829	571
6186	1103.2	21.919	20.4239	-82.135	11
6187	1028.3	13.3638	25.3907	-41.0403	64
6188	1073	17.8698	19.3253	-176.828	43
6189	1410.66	30.9591	25.1025	-171.434	33
6190	1059.83	20.4935	19.5665	140.815	20
6191	1126.36	14.8082	10.2539	151.044	53
6192	1113.47	13.6434	22.9519	175.018	46
6193	1303.26	36.7816	18.7052	177.978	43
6194	1010.67	16.7283	25.3382	-88.0852	64
6195	1009.14	19.9587	17.5918	153.408	31
6196	1195.45	18.547	14.8465	148.52	75
6197	1045.98	10.3741	24.4973	107.23	161
6198	1031.1	8.88506	18.8623	105.425	249
6199	1265.19	20.8696	24.4266	-116.726	19
6200	1046.03	26.2669	11.8077	75.774	218
6201	1076.46	41.8309	4.43339	-108.941	17
6202	1403.4	17.9771	9.63199	-117.659	220
6203	1042.94	38.9256	13.3321	-151.312	51
6204	1121.79	30.5485	24.4682	60.6457	83
6205	1054.45	19.7928	25.7591	157.233	30
6206	1021.07	17.6539	9.34923	46.6179	20
6207	1080.14	22.8379	12.591	-122.253	42
6208	1218.34	19.693	12.5671	31.8541	140
6209	1217.42	53.705	19.4966	80.4566	26
6210	1215.88	22.5251	22.3139	48.4404	25
6211	1187.46	17.1722	15.9504	-110.393	62
6212	1237.44	17.9015	12.7923	54.8169	294
6213	1302.69	14.0137	20.0348	-36.3636	120
6214	1111.52	29.3475	13.2041	7.97877	93
6215	1432.31	9.55696	14.5078	-150.3	216
6216	1170.22	32.2962	8.69292	-23.848	22
6217	1025.21	53.5226	10.6309	-49.4425	22
6218	1324.08	20.7623	11.8461	1.97237	48
6219	1331.56	10.8798	24.1676	74.8458	147
6220	1058.15	17.4054	22.4398	179.018	32
6221	1370.91	41.3664	11.8832	-82.8953	24
6222	1128.18	28.3696	9.36894	-41.7593	67
6223	1363.83	26.726	13.7338	92.6234	47
6224	1205.61	20.8961	25.0581	-38.7981	27
6225	1355.62	21.156	24.8736	137.947	17
6226	1010.45	14.9399	22.9545	77.2885	77
6227	1211.81	30.4127	25.6464	162.201	60
6228	1020.89	6.66724	17.9779	177.769	710
6229	1448.28	15.4822	19.9424	124.955	46
6230	1104.45	35.7655	14.5387	121.238	28
6231	1312.28	43.4299	18.4078	5.00114	11
6232	1334.58	19.246	5.65208	178.327	66
6233	1008.76	30.6476	16.1211	-15.083	106
6234	1240.52	10.501	22.2335	-160.45	147
6235	1128.59	19.2179	19.6903	67.0276	62
6236	1018.74	22.3782	18.9834	150.148	24
6237	1447.75	11.3468	14.618	22.8068	211
6238	1200.81	38.5638	9.9717	-120.649	23
6239	1287.59	26.6528	23.6394	-9.9817	33
