N. Shower	Energy (GeV)	Zfirst (km)	Theta (°)	Phi (°)	N. Particles
5183	42.0805	24.1281	7.86388	-55.5497	2
5186	10.0703	22.7423	13.0798	154.922	2
5187	17.0201	30.034	21.1175	-58.8181	1
5190	20.0398	16.2896	13.782	-19.3017	1
5192	10.8843	31.7201	13.3222	-54.1611	1
5194	35.7561	28.3804	12.7641	31.116	1
5195	22.2098	8.75257	13.653	107.839	1
5196	18.8707	22.8376	9.42567	-78.1019	4
5198	10.2966	21.3287	14.441	59.7952	1
5210	47.646	22.2166	21.4658	145.58	2
5214	13.9606	21.7485	23.6718	55.291	1
5215	10.6414	14.6746	16.1932	-56.0551	1
5218	22.1526	17.7196	13.7264	-14.5835	1
5220	33.72	20.7293	19.8932	167.241	1
5222	48.2457	19.4776	19.5577	-88.8135	1
5224	16.0356	19.7295	17.1089	111.657	1
5225	17.7079	21.1053	16.8205	130.045	1
5226	80.9495	14.8898	10.8443	-93.7714	3
5228	22.3338	19.6964	12.9427	-91.1289	1
5231	40.2548	25.0507	23.6022	-86.2746	3
5237	93.3783	36.059	10.5778	168.859	7
5238	14.4609	16.9907	7.78159	97.1656	1
5240	31.1375	11.6357	20.3057	60.784	2
5242	38.4124	21.2958	12.7896	25.3646	1
5243	12.966	28.0437	17.1906	-114.383	1
5245	27.3822	22.4891	20.2223	179.324	2
5246	36.5608	15.855	15.9675	-68.7506	1
5249	13.3681	14.069	18.1644	-153.994	1
5252	11.468	16.2039	25.1118	-172.745	1
5253	22.008	15.5574	9.91528	85.2423	1
5255	12.745	12.6061	24.7334	110.442	1
5260	22.695	16.4168	17.7512	117.571	1
5261	15.4963	20.0202	18.1428	-65.7583	1
5262	29.4614	56.3943	14.0896	154.304	2
5274	43.1875	21.0886	18.2483	149.803	1
5283	13.3784	17.9431	15.358	61.5924	1
5285	46.8941	20.112	15.6623	-99.9898	2
5289	49.6034	37.4422	15.2162	28.0681	1
5293	27.8881	13.4495	5.56068	160.285	1
5294	63.2165	19.1564	14.0434	-167.138	1
5298	14.1287	23.5818	18.8427	52.4453	3
5301	26.2314	12.2535	18.7719	80.5712	4
5303	18.0415	14.6026	12.2516	-59.9721	1
5305	11.9101	13.6832	14.16	13.2063	1
5310	53.7579	24.5158	12.1062	-108.967	5
5314	70.3721	22.1877	11.4487	6.94601	3
5316	14.9227	24.4255	14.7997	-94.907	1
5318	22.8251	28.4704	24.993	-96.969	1
5320	66.3957	30.878	25.4477	-147.313	1
5323	12.2712	20.4572	17.893	-20.3078	1
5327	21.4691	16.8399	12.9618	43.4397	1
5332	30.4733	14.6721	23.9381	49.9104	1
5333	15.4656	19.4955	15.1113	-27.4691	1
5335	15.7572	22.1783	15.7862	-0.599502	1
5338	11.5021	10.8328	4.68731	176.702	2
5343	18.7771	53.4702	15.4658	72.0426	1
5348	13.9751	15.8094	15.7771	118.295	1
5349	10.6126	15.2756	18.3297	89.4648	1
5350	17.8976	21.7337	16.0079	98.8516	1
5351	18.7369	14.4384	16.1591	-0.0628803	4
5353	10.554	33.563	21.599	41.6483	1
5363	15.4936	13.9363	5.32988	-140.594	3
5368	11.8476	14.2519	22.4193	-151.291	2
5370	33.4966	13.5553	2.1811	-34.2319	2
5374	25.5409	14.945	4.15057	-173.045	2
5379	15.8152	15.3343	8.87279	-135.58	1
5383	74.8787	14.0549	14.2636	-34.4044	4
5386	23.0891	14.8255	25.5336	-176.711	1
5390	22.2426	9.68364	19.2661	56.9876	4
5391	15.177	23.8784	17.1824	79.125	1
5407	41.1956	9.57041	23.5743	-109.47	1
5408	12.92	10.5782	25.7056	-35.5186	1
5414	27.9591	26.4625	11.8048	34.9117	1
5419	42.582	12.8899	12.5498	78.1014	3
5421	13.4075	28.6333	9.02059	53.896	1
5430	11.2333	23.2047	14.4286	-157.252	1
5431	11.5193	14.1793	22.812	95.7885	1
5432	28.0773	16.9644	20.9103	-120.02	1
5435	48.0468	21.4171	14.6449	31.5501	3
5444	28.1868	29.7976	19.6761	4.83917	3
5448	47.6294	17.9523	17.2346	-117.487	1
5449	24.5933	18.4863	7.6282	-44.8713	1
5450	12.6356	13.5865	14.9467	-65.9001	2
5453	24.0464	21.9555	13.7221	-70.3815	1
5457	14.7946	19.9237	12.0235	-24.053	1
5459	19.7283	16.353	16.4549	-118.798	1
5460	13.7426	21.963	17.0357	53.3855	1
5465	11.2436	15.6361	13.2708	103.742	1
5469	22.6112	10.896	23.7806	20.7493	6
5471	17.3734	21.8885	15.4425	70.2076	1
5472	86.507	22.9455	20.0269	-26.6833	3
5480	13.9751	7.19659	7.68397	-23.8857	4
5481	12.2553	12.5941	13.0293	34.6651	1
5484	31.4051	20.3409	16.0594	-68.7939	2
5490	11.3275	15.9416	15.9934	-146.947	1
5493	11.8093	16.621	20.1739	56.2572	1
5497	10.9575	21.5591	11.9906	-173.513	1
5500	35.3689	21.9318	25.5439	49.8577	1
5501	38.183	12.2728	25.1878	-36.16	4
5502	33.3422	20.6695	12.96	37.6949	1
5505	28.585	12.7231	23.6392	145.122	8
5513	10.2557	19.1106	5.72379	-33.9611	1
5514	19.0639	14.6859	10.8146	164.758	1
5515	94.3135	17.9523	24.8008	162.45	2
5528	18.8847	7.15196	22.1594	134.909	3
5530	10.8263	22.1348	25.2977	76.2626	1
5534	27.1936	16.8086	14.4466	99.2105	1
5536	11.6981	21.8009	15.9917	133.685	1
5537	63.1954	19.5183	6.47521	155.979	5
5538	11.3222	14.2548	8.18705	-88.6824	1
5539	58.0729	30.3017	20.8215	147.431	1
5540	19.476	23.2265	22.8009	-177.714	3
5545	11.9108	18.6684	20.2039	-44.5932	2
5554	12.0806	17.7309	16.9156	86.2374	1
5556	12.6605	18.4773	22.5209	-170.999	1
5557	28.9191	13.3237	19.821	71.5519	1
5559	26.8682	18.3017	10.6233	-14.246	1
5560	20.8728	14.1905	23.9128	-42.2218	1
5561	21.8505	12.1759	12.0794	81.4695	1
5563	23.2246	22.9623	19.6072	-31.4531	1
5566	19.6403	16.2867	20.3433	-95.7116	2
5567	64.2723	11.5977	23.6592	-131.417	6
5568	21.7663	43.3523	12.9509	48.8769	2
5570	20.6538	22.37	13.8986	11.1562	3
5574	13.0891	27.5221	11.7884	-18.0351	1
5575	26.1754	20.3233	18.7627	126.248	2
5578	12.6056	14.3907	10.3447	-168.338	1
5579	14.9218	13.4463	1.92587	155.425	2
5584	28.4734	28.5842	25.1699	-58.7798	1
5585	31.7241	25.0866	10.9581	-87.7468	1
5586	17.3852	10.7463	10.4958	41.612	1
5587	28.7815	8.54546	24.1692	-96.8266	2
5589	67.1569	15.621	15.807	-42.9734	6
5597	30.7789	13.6866	12.25	149.658	2
5598	15.3288	21.4434	17.1731	-119.828	1
5602	50.5563	16.4264	4.67125	-100.48	2
5607	15.5014	17.8031	17.7727	-107.682	3
5609	18.1776	12.886	18.441	30.1661	1
5613	26.1025	20.055	18.0028	-86.3534	2
5615	18.6232	21.6194	19.7554	-33.6286	1
5619	11.6844	29.7421	22.6638	178.303	1
5624	22.6976	18.47	20.0691	-78.4065	1
5628	15.4969	29.4523	25.7134	12.3198	1
5631	14.8769	17.9077	10.0034	58.3604	1
5635	19.7887	12.4682	14.0659	70.442	1
5638	22.7706	18.6002	12.0222	-134.866	1
5641	38.6161	23.376	20.0923	24.0205	2
5646	12.3654	21.8197	11.9515	145.806	1
5648	19.3522	14.5915	24.8636	40.7454	1
5652	11.2817	6.45749	20.7358	150.702	3
5654	85.6603	16.9813	23.167	-179.344	6
5655	15.8607	16.4466	19.793	65.3002	1
5661	12.6105	16.8846	21.6861	69.2375	1
5662	38.3968	16.1534	13.5369	32.594	1
5666	12.9139	13.4059	15.0912	153.435	1
5676	18.413	13.3264	10.4515	96.2427	1
5678	12.7199	9.82848	12.4286	131.428	1
5681	94.4166	12.3122	15.3919	-145.991	36
5682	14.2452	6.6319	22.3142	-10.122	1
5691	36.915	18.5245	24.1796	-134.858	2
5692	14.8775	26.4728	14.9509	-60.4809	1
5695	15.6869	23.2027	22.8318	-92.9867	1
5699	15.65	22.1804	13.693	155.344	1
5703	97.5699	36.2478	17.7712	149.976	6
5704	27.0369	12.9087	24.7883	76.8722	1
5707	20.3207	18.8568	10.8966	-24.6361	1
5708	26.467	27.6304	24.2188	41.1667	1
5710	43.5528	39.0357	11.2174	128.905	1
5712	15.3547	17.7072	12.309	-177.67	1
5720	22.7566	10.9341	13.1053	-42.8478	1
5721	21.2611	25.6235	10.3477	120.399	1
5723	23.1059	15.8877	7.99285	65.6281	5
5729	18.4851	21.9178	16.1448	12.2305	1
5732	17.6241	13.6222	18.971	-7.42932	1
5734	28.8517	17.7497	14.7763	-151.006	1
5735	27.9076	8.56206	23.215	18.4933	5
5737	78.0666	17.3983	21.7726	-73.7392	3
5740	16.9718	24.5381	24.2725	-44.0859	1
5741	22.7838	14.0716	12.594	52.5327	1
5742	16.4333	8.90592	5.89279	8.55724	1
5743	23.6912	27.8063	6.22345	45.4875	1
5746	22.8361	30.9154	18.6406	-126.542	2
5751	14.5703	14.4484	21.4131	-81.4096	1
5755	26.1741	17.5497	24.4245	-119.048	2
5757	13.2038	14.2485	21.0441	132.542	2
5758	49.4903	20.9207	23.209	7.88791	1
5760	26.1202	20.1898	24.8013	-5.22012	1
5761	13.2931	15.8167	20.8841	-94.9991	1
5763	52.952	22.2245	5.98972	26.1976	2
5767	12.003	13.8548	16.4608	86.8209	1
5771	54.6348	16.035	6.24922	135.193	12
5775	34.5187	21.4572	17.9194	165.67	1
5779	13.4715	12.6098	24.9921	94.3488	2
5782	21.8629	18.192	21.0075	102.602	1
5784	13.2342	12.0547	11.3435	-54.9034	1
5785	13.1018	31.7231	8.40269	-141.277	2
5787	28.7914	21.2886	23.1963	-79.3509	1
5789	19.4237	22.3235	16.3179	125.406	2
5790	16.1959	16.0865	18.6061	121.982	1
5791	38.2028	13.5484	24.9054	-79.4577	2
5802	14.2397	24.5458	11.1309	142.299	3
5803	18.9518	22.6415	13.4811	-18.8567	1
5807	19.9669	19.4472	17.1057	-125.445	1
5808	20.9611	19.2119	6.7817	117.015	1
5810	38.3425	24.6026	21.3646	-109.976	1
5811	24.7921	16.6526	5.21005	153.124	2
5817	35.8361	24.2155	25.0501	-100.127	1
5821	22.3479	17.4218	4.53271	175.536	1
5823	29.6694	18.2264	21.7074	-161.893	1
5825	34.3842	20.0635	17.8089	-152.781	1
5827	20.0742	21.6261	17.4517	-84.6086	1
5834	79.9562	39.3317	4.89488	112.558	8
5835	27.9578	17.1151	13.1279	18.0377	2
5837	16.8488	24.7438	15.7834	63.5236	1
5841	22.2974	16.4475	18.2427	-156.137	3
5843	21.6329	32.9158	13.5678	103.825	1
5847	19.2612	19.4356	14.8737	152.498	1
5855	19.9128	22.4233	13.7509	67.8962	1
5857	13.9591	24.928	22.7386	-128.97	1
5863	13.2779	15.2478	6.90589	96.3523	1
5864	10.0314	31.2047	10.0713	-70.9855	1
5865	20.895	21.2115	17.7416	-14.9393	1
5866	17.3142	9.69371	11.9908	-124.647	2
5871	13.0632	14.835	18.7981	-86.9392	3
5873	14.8216	14.8715	24.3102	12.9566	1
5878	18.1711	21.0226	14.2822	-88.1476	1
5880	53.7126	8.71084	17.7318	-77.9742	3
5886	22.6337	11.9804	2.79123	-160.707	1
5888	39.1646	15.9675	22.9881	-138.908	2
5892	16.4494	15.1044	15.0504	-101.137	1
5899	26.809	36.4384	10.2106	131.44	1
5904	13.2546	19.0602	5.11915	-3.96956	1
5905	27.7424	22.0321	23.7874	18.0898	2
5909	15.7506	19.7113	22.4839	55.2909	1
5911	62.5071	20.4601	24.0131	-54.7039	1
5917	40.1199	14.3787	23.4737	5.85889	2
5918	31.0022	8.90801	12.2903	134.331	7
5920	29.9276	6.37299	9.55727	-63.4787	20
5922	56.872	29.9921	8.83977	177.32	1
5924	11.0454	23.2772	14.5676	-26.9656	1
5927	10.8038	11.8089	16.8557	178.496	1
5934	16.8146	15.4803	10.2601	13.871	1
5935	27.1986	18.0453	15.9207	-165.485	1
5936	15.5502	20.9237	9.33648	44.5112	1
5942	11.6344	16.9591	10.7686	-63.9734	1
5944	51.0326	27.5803	21.7692	-151.036	2
5950	26.7706	11.5249	7.61162	-78.2641	2
5955	39.4656	19.2679	17.441	50.2355	3
5956	15.3016	15.0039	18.7994	179.77	1
5957	78.113	9.60143	24.1837	114.315	7
5962	16.9702	29.6642	16.23	112.669	1
5963	14.5518	12.7447	13.3869	90.1146	2
5964	95.1356	14.8507	13.1673	-170.129	13
5967	13.0114	16.9822	20.9351	162.336	3
5971	39.4165	28.9316	21.3901	145.207	2
5972	46.3898	19.3497	14.3043	66.5442	3
5975	20.5813	14.8605	21.4141	39.8911	3
5976	43.7034	26.9681	25.3032	-76.9217	1
5979	29.1087	35.0267	4.68132	6.08983	5
5980	31.7505	36.631	19.8436	-109.097	1
5987	13.6077	20.5338	23.3421	152.381	1
5988	28.7657	21.9385	5.99685	-76.6882	1
5990	41.7279	30.2863	19.583	134.72	2
5991	30.2016	8.39853	3.27558	-98.7744	3
5994	27.5323	17.8331	23.2694	-40.9035	1
5995	29.7518	17.2	14.9917	138.715	2
6002	64.3991	27.0819	16.6313	-89.337	1
6008	36.1313	34.5037	2.037	22.8207	1
6017	23.2834	19.5384	24.9284	-52.9525	2
6019	10.9631	12.2312	7.19572	-23.3875	2
6020	16.8422	10.7724	23.1602	-172.675	2
6023	32.6189	24.1351	7.32072	165.184	2
6024	51.049	38.1677	20.8036	-110.639	1
6032	30.9364	10.1087	19.3093	-179.112	2
6047	14.4126	26.0518	7.91854	76.9057	1
6053	26.5658	18.7348	17.43	-116.613	1
6062	30.9559	27.5094	22.2736	84.8836	1
6063	74.4888	17.8557	16.3835	43.9155	3
6064	20.7054	11.5768	19.9964	-65.7613	2
6068	16.3325	9.51194	25.0665	35.6642	1
6075	32.2206	13.8485	6.05745	103.25	3
6084	15.0774	13.7159	19.4226	32.0069	1
6085	35.3695	19.9488	23.082	164.929	1
6087	29.9918	14.8185	22.6343	-102.351	1
6088	19.2269	24.6312	11.5131	-102.82	2
6089	19.4893	15.1867	20.4098	-105.575	3
6092	13.0918	14.4497	15.9459	36.3499	4
6093	20.0195	26.9036	20.1614	138.024	1
6097	26.2176	16.7358	18.6422	178.194	1
6098	13.035	15.4051	5.38896	-131.167	1
6102	14.8104	28.5899	15.0791	166.868	1
6106	22.5189	20.6184	24.4455	121.894	3
6107	16.4621	22.4669	10.1355	-46.4533	1
6108	24.5934	15.5522	20.4404	12.7743	1
6112	31.2912	18.8772	24.9978	-18.7729	1
6120	38.4847	8.61873	19.2478	57.242	2
6125	46.271	20.8909	9.8039	170.935	2
6127	29.9645	19.9454	22.9727	-119.734	1
6128	12.1628	15.5365	22.8885	-35.6724	1
6131	24.57	14.2443	22.6997	39.8732	1
6133	22.0039	12.7892	19.1182	-13.6432	1
6134	35.6335	18.3105	13.1152	39.4635	2
6144	12.9975	16.3425	1.59697	-179.957	1
6147	20.6379	22.1864	21.4343	-40.8364	1
6148	18.2978	8.20732	20.878	160.522	2
6149	75.4536	17.415	21.3772	-1.45091	1
6155	15.3814	16.6153	12.3258	102.572	1
6157	11.4283	20.7383	21.0581	-8.46012	1
6160	10.8324	33.2604	16.5765	17.3352	2
6164	18.7325	12.6125	1.82452	62.2522	14
6170	10.1453	16.2779	20.0389	145.507	1
6174	33.358	20.8099	14.7871	-92.8966	1
6180	22.369	15.6681	11.1867	-177.23	1
6182	11.1578	29.2587	16.1436	-74.4945	1
6186	25.5273	26.4305	22.4184	8.2379	1
6190	40.3865	12.5619	6.27817	30.2495	1
6191	25.1918	13.02	18.5048	8.31394	1
6192	14.9501	13.7168	23.7435	-17.5988	1
6193	16.2344	9.24159	17.0074	151.214	1
6194	12.2171	25.0142	16.9017	-150.485	1
6196	14.501	15.4326	10.6095	-95.2586	1
6200	21.0402	12.068	15.4366	-93.778	1
6205	12.8796	11.8792	7.98213	38.4279	1
6206	19.357	26.8766	9.29146	36.6504	2
6209	10.6467	18.6219	21.7721	40.5241	1
6216	10.9761	16.8887	21.8982	51.6007	1
6217	13.4368	21.1661	16.3592	-175.483	1
6218	32.396	21.0927	21.2581	49.4762	1
6219	11.8498	17.2154	22.5847	174.981	1
6224	11.1802	14.9677	11.3171	137.594	1
6225	11.5694	26.1371	15.2396	-87.9847	2
6227	15.5954	26.8307	22.8242	131.755	1
6229	29.2848	13.8933	16.7917	87.7987	2
6230	20.9993	12.4556	23.4111	-63.5939	1
6235	20.8232	15.9157	14.8988	154.712	1
6239	29.716	21.7895	25.5026	-35.6643	1
6241	79.1694	20.5775	21.263	-77.5078	8
6242	13.8139	30.1227	11.734	100.553	1
6243	56.1302	17.3778	19.9075	-143.973	4
6245	21.8019	13.4908	15.5875	-87.1901	1
6250	25.9492	8.80659	11.8597	73.7415	2
6253	16.947	5.03173	18.1194	-43.3221	5
6258	28.9648	22.4143	24.0312	164.768	1
6262	13.5895	26.0687	22.2968	-55.2149	2
6267	72.2902	13.1396	23.7333	130.195	1
6270	28.1057	41.292	19.7258	-136.014	1
6275	17.3576	57.4698	17.1564	164.882	1
6283	59.1131	14.8166	23.8573	88.575	4
6286	15.3886	37.7951	23.1162	65.8693	1
6287	66.2597	21.4807	22.1616	-83.2769	3
6291	35.6063	17.9907	22.3965	-102.512	1
6292	34.4404	15.8733	8.96879	-64.4629	3
6294	14.9346	27.2813	10.4338	-170.567	3
6295	28.1005	23.0263	11.2826	-74.408	5
6304	12.3859	12.1018	24.6919	-116.012	1
6307	11.3966	37.5601	14.608	143.468	1
6309	29.685	32.3163	22.1632	-153.145	2
6311	12.6091	15.8766	16.1087	-172.684	1
6316	13.2467	31.9483	14.6896	-18.3135	1
6323	33.6438	12.0752	14.8171	-20.87	3
6325	34.9679	17.4375	10.0576	-158.252	1
6328	18.4797	20.2649	22.9917	-156.828	1
6330	33.2674	11.1302	12.2681	171.577	4
6333	70.5372	21.9182	23.3546	-48.8987	3
6342	55.619	23.1268	6.9837	176.228	6
6346	15.7441	23.4389	13.4579	-102.482	8
6351	17.004	22.2825	15.9031	-15.6191	1
6354	18.5208	11.1505	13.7167	-61.6285	22
6365	18.5242	22.9754	22.2758	31.4772	4
6369	19.4613	13.0847	12.0428	13.0577	1
6370	14.016	17.2537	18.5464	67.84	1
6377	12.7743	19.2101	14.3385	-43.1018	1
6381	31.7922	15.1792	13.3905	-39.073	1
6382	12.2441	22.221	21.3141	-85.0515	1
6383	12.095	32.4527	7.38379	-140.835	1
6384	10.5092	11.4416	20.5005	172.984	1
6387	10.8411	10.7388	2.63948	-82.7536	1
6388	32.4382	13.0561	19.1059	-80.9776	7
6390	10.2503	12.3468	21.1907	98.7966	1
6407	16.8215	16.5932	14.0013	34.8098	1
6409	55.2294	32.0145	22.0017	71.5725	4
6410	44.8102	31.0029	25.0446	1.58078	1
6412	56.5526	10.2122	19.6758	137.388	3
6414	19.6122	19.6492	15.1604	-163.827	8
6415	21.273	35.1438	15.7949	-0.405625	1
6420	13.0142	17.1161	23.9963	-18.3159	1
6421	15.2514	21.8163	19.8895	-45.1732	1
6422	10.9032	20.8369	17.5337	-32.8619	1
6423	21.8127	40.7811	21.7508	-138.399	4
6427	80.2069	23.3663	18.5045	177.57	2
6428	10.7079	26.5022	16.5822	60.6429	1
6431	38.5072	11.6135	7.65959	172.153	3
6433	13.2647	18.463	21.3801	148.96	1
6434	61.5134	11.0425	4.93869	-95.7471	3
6436	14.3867	14.0574	15.574	-21.4918	1
6438	30.3604	24.538	14.8263	-1.49325	1
6439	13.7879	16.3688	2.8997	134.856	1
6445	10.8767	6.61883	8.81469	73.8195	1
6446	10.8605	9.41176	17.5115	73.9745	1
6448	21.1382	14.0296	18.7128	76.5	2
6449	18.76	13.1948	2.17877	123.832	1
6451	11.8759	10.762	18.4367	50.3627	2
6452	17.8389	12.1753	21.1373	158.6	1
6454	13.6156	20.5735	9.62306	174.619	1
6457	11.9369	9.5573	8.83545	-14.0605	1
6461	34.5157	19.5202	15.0228	-77.5423	1
6462	14.0023	13.068	17.5928	120.469	1
6463	11.6179	11.0097	22.8141	-40.185	1
6465	34.1973	23.138	21.0561	-36.1819	1
6468	87.1781	14.7693	14.7068	-97.2446	5
6470	19.3319	33.3648	23.4449	162.174	1
6471	46.2485	13.5508	13.9966	29.2416	2
6475	35.8286	18.8945	17.2599	-143.006	2
6476	76.4635	25.748	24.2274	-33.1795	3
6478	11.2124	9.41898	18.9465	-91.6273	1
6481	33.9885	18.3185	23.5311	-129.724	1
6482	21.6783	22.3344	17.3446	116.618	1
6484	11.0773	33.8387	23.8201	-115.273	1
6486	21.6312	20.2675	12.8113	-72.6797	3
6488	26.5689	23.7418	12.008	63.9592	2
6489	13.4539	13.2345	15.6038	-89.484	1
6496	24.0874	16.5313	21.9278	73.5714	1
6498	12.2448	16.3341	17.8195	-150.249	1
6499	97.1034	18.4686	23.3988	20.7048	6
6504	11.6222	21.1672	15.0804	-32.1413	3
6509	10.0096	14.9791	18.4862	-172.338	1
6510	50.2324	19.6955	6.62553	131.443	2
6512	16.2126	11.5317	19.355	28.806	1
6517	27.6103	16.5543	22.8093	-3.50346	2
6521	28.1928	24.1291	20.9984	99.4725	2
6524	16.0301	18.4474	22.0767	151.4	4
6536	38.3766	24.873	22.6764	-8.5597	1
6538	12.4807	20.1558	24.4283	71.3625	1
6541	13.8699	22.8254	7.81525	-164.966	1
6546	13.7812	32.696	24.0118	-5.57426	1
6549	32.4861	34.6561	9.24984	-27.646	3
6553	25.3405	12.7835	21.6825	4.53484	1
6562	25.1183	21.9114	1.15733	47.5493	1
6565	15.519	17.7318	6.88532	-90.7366	1
6569	23.7767	17.1373	23.7685	133.39	2
6571	10.4028	21.8184	10.4003	-133.48	1
6572	15.5655	25.5238	24.6047	55.6494	2
6574	25.113	16.4698	12.4935	121.344	1
6576	23.8268	22.2989	20.5801	-87.9721	1
6577	21.0979	18.072	24.5251	-177.016	1
6581	18.8186	22.6857	23.0716	-155.74	1
6582	33.3914	20.105	23.3511	47.6316	1
6589	12.363	25.1553	19.4741	64.7564	1
6592	43.8834	23.4246	22.4998	94.8358	1
6593	25.4774	10.7018	12.8431	20.5467	1
6608	11.2956	13.2229	19.252	-19.6358	1
6610	30.0477	9.81385	19.8557	178.236	11
6612	40.7054	16.9473	22.3161	38.4399	1
6613	13.6936	35.1079	15.8292	-19.9699	1
6616	31.2943	10.8236	14.6423	117.871	1
6620	11.2608	12.8007	19.3853	-156.677	1
6622	12.2281	20.6172	16.4313	-24.7079	1
6623	61.8843	29.1008	21.6221	33.8404	1
6630	29.8331	12.9658	19.5017	-118.401	2
6634	13.1484	20.04	14.3181	24.7024	1
6638	13.0047	12.7032	17.4472	-104.83	1
6639	23.4728	25.7689	19.5633	21.1905	4
6640	12.686	25.3739	22.1633	-99.0269	2
6642	20.4461	25.7434	8.78934	-74.5229	1
6643	31.2664	23.3916	23.2256	68.594	1
6648	20.3918	21.6281	14.7325	-77.6663	1
6649	16.1759	25.4144	25.5478	64.6027	1
6655	16.2554	24.3583	17.4645	86.7295	2
6659	15.4265	23.7475	16.5912	-102.915	1
6660	11.2652	17.6211	14.8218	-22.2368	2
6664	39.5983	14.1345	16.228	20.3272	3
6671	27.4257	28.0458	10.6495	-76.6156	2
6674	18.2852	21.8634	12.8537	137.3	2
6676	13.3532	21.9646	15.6476	20.729	2
6679	21.4486	14.4429	25.2592	100.303	2
6680	19.3671	13.7607	19.8571	9.28373	1
6681	27.4175	20.1702	24.0612	-52.0804	2
6683	31.7474	35.3135	24.7705	-148.109	1
6694	45.5456	14.8802	9.9994	73.1542	1
6695	22.5004	5.71816	17.3849	-19.8179	5
6700	24.1367	18.1909	13.4046	-8.87463	1
6707	20.5496	21.9312	17.552	166.339	1
6708	56.4836	7.71278	7.8342	124.512	4
6710	17.6016	8.16936	4.97062	130.384	1
6718	25.0671	30.0072	17.2824	42.3955	1
6721	67.4347	40.2835	18.938	-85.3094	3
6722	97.7537	17.366	14.5301	101.388	7
6724	26.6506	26.395	2.56467	-161.948	2
6730	27.3826	16.4839	5.61424	-159.003	1
6731	24.6497	18.6291	22.0614	139.877	1
6733	40.7325	30.2948	24.0161	-105.782	1
6734	27.5933	20.8041	12.3329	149.992	2
6738	18.5768	32.7543	16.7703	-159.355	2
6740	19.2735	15.2992	10.9143	-142.37	2
6743	26.1012	26.3923	2.52688	-15.7187	2
6744	10.9683	38.0456	25.5006	-94.5743	1
6746	18.8414	23.9491	17.761	53.9185	1
6748	24.2007	27.7123	19.9054	166.862	1
6749	23.6852	15.5726	8.89402	-118.945	1
6751	53.8749	22.5553	15.6431	161.88	13
6752	47.3692	22.3127	5.2848	-91.261	1
6753	40.2449	24.3895	13.6132	7.45353	1
6754	21.3239	21.8699	11.1372	174.619	6
6756	31.824	29.8614	18.6805	-64.0902	1
6759	43.5056	20.0524	10.2194	-133.519	1
6761	87.0377	16.4575	6.7917	-160.521	4
6763	50.7143	17.9083	4.66111	-174.052	3
6773	23.3014	15.0557	4.66935	21.8299	1
6774	54.4116	31.8326	24.9535	-38.6985	2
6775	13.344	20.9446	19.1178	50.7208	1
6779	12.0524	24.6734	16.5482	-21.1858	5
6784	11.4927	30.0068	15.1268	-12.6731	1
6785	11.2168	15.8992	19.3031	-140.945	1
6787	14.3849	20.574	3.16339	179.66	1
6795	14.8707	14.0029	18.0843	148.168	2
6800	25.3274	19.3479	24.4684	-4.7878	1
6801	16.3298	27.6433	23.9669	-67.9993	1
6804	28.5051	19.9427	24.2056	-151.981	1
6808	13.5202	35.2367	15.6828	78.515	3
6814	13.5831	11.5884	10.3906	17.753	1
6817	14.3548	20.3403	18.1235	8.5664	1
6820	10.9896	13.2895	20.6277	-71.9313	1
6822	12.0755	15.5712	23.861	172.038	1
6827	32.9578	22.1976	18.3849	-37.1428	1
6828	18.2289	22.5577	19.3847	115.895	1
6829	28.6698	23.6662	25.7591	-166.448	2
6831	13.5262	36.366	5.56278	31.19	1
6837	21.106	22.1747	21.351	-158.675	1
6838	17.0967	21.7069	25.7778	-79.7495	1
6839	19.9621	23.3955	18.3289	-156.134	1
6840	55.381	16.3098	13.8191	103.444	1
6841	24.6529	17.8418	10.1622	89.7455	1
6846	30.3612	43.0394	14.3998	125.657	10
6847	62.0778	20.6341	10.3635	84.5434	3
6853	16.5666	16.4785	22.5719	-156.789	1
6854	73.9481	20.138	17.1045	135.484	10
6857	16.371	11.3406	10.941	98.6438	1
6860	46.3729	23.7523	23.9095	-88.8819	2
6866	29.6394	11.5787	24.4027	138.435	1
6868	22.4087	19.2752	23.0935	-85.0455	2
6869	14.5578	21.9282	16.2117	-56.3221	7
6870	51.5512	19.438	12.7271	106.148	1
6872	29.8311	18.4479	17.8333	-21.1452	1
6875	22.5709	19.7332	18.9595	160.683	1
6890	24.6646	28.0359	10.7792	52.7758	2
6893	12.5797	6.29305	7.80455	-18.3006	4
6895	19.232	22.0773	24.637	-111.604	1
6901	48.7471	51.3165	13.8886	-61.6648	1
6903	13.9195	34.684	3.99165	99.1312	1
6908	10.1074	10.8396	21.1435	-28.756	1
6918	12.5035	18.2626	21.7807	-20.96	1
6924	10.1702	13.4848	11.5178	98.2443	1
6927	32.8748	15.3991	15.9837	12.02	5
6933	22.5118	19.12	17.1695	28.2431	1
6934	14.1687	32.4976	4.41871	178.549	1
6935	20.7713	17.4103	18.8231	44.5911	2
6940	34.9566	24.7513	25.1992	35.382	1
6942	21.3484	14.3347	2.49032	80.2673	2
6947	12.4045	25.8653	13.4038	-76.7765	1
6948	36.6512	16.7868	11.2415	43.8729	1
6950	30.9188	18.1557	9.03047	-126.26	1
6951	18.8428	20.8729	22.2106	97.0953	2
6955	19.6465	25.061	19.1252	-45.4407	1
